customer_id,name,country,industry
C01530,Yara International,NO,Chemicals
C01531,Yara International,NO,Chemicals
C01532,Siemens Energy,DE,Energy
C01533,Siemens Energy,DE,Energy
C01534,Vestas Offshore,DK,Offshore Wind
C01535,Norsk Hydro,NO,Metals
C01536,Statkraft AS,NO,Energy
C01537,Norsk Hydro,NO,Metals
C01538,Norsk Hydro,NO,Metals
C01539,ABB Norway,NO,Technology
C01540,ABB Norway,NO,Technology
C01541,Yara International,NO,Chemicals
C01542,Kongsberg Defence & Aerospace,NO,Defence
C01543,Siemens Energy,DE,Energy
C01544,DNV GL,NO,Certification
C01545,Statkraft AS,NO,Energy
C01546,ABB Norway,NO,Technology
C01547,Norsk Hydro,NO,Metals
C01548,Norsk Hydro,NO,Metals
C01549,Kongsberg Defence & Aerospace,NO,Defence
C01550,Kongsberg Defence & Aerospace,NO,Defence
C01551,Siemens Energy,DE,Energy
C01552,ABB Norway,NO,Technology
C01553,Statkraft AS,NO,Energy
C01554,Statkraft AS,NO,Energy
C01555,Yara International,NO,Chemicals
C01556,Yara International,NO,Chemicals
C01557,DNV GL,NO,Certification
C01558,Aker Solutions,NO,Engineering
C01559,Norsk Hydro,NO,Metals
C01560,Yara International,NO,Chemicals
C01561,DNV GL,NO,Certification
C01562,Kongsberg Defence & Aerospace,NO,Defence
C01563,Norsk Hydro,NO,Metals
C01564,Yara International,NO,Chemicals
C01565,Polish State,PL,Government
C01566,Siemens Energy,DE,Energy
C01567,Yara International,NO,Chemicals
C01568,Norsk Hydro,NO,Metals
C01569,DNV GL,NO,Certification
C01570,Vestas Offshore,DK,Offshore Wind
C01571,Kongsberg Defence & Aerospace,NO,Defence
C01572,Norsk Hydro,NO,Metals
C01573,Statkraft AS,NO,Energy
C01574,Siemens Energy,DE,Energy
C01575,Statkraft AS,NO,Energy
C01576,DNV GL,NO,Certification
C01577,Vestas Offshore,DK,Offshore Wind
C01578,Kongsberg Defence & Aerospace,NO,Defence
C01579,Polish State,PL,Government
C01580,Norsk Hydro,NO,Metals
C01581,Norsk Hydro,NO,Metals
C01582,DNV GL,NO,Certification
C01583,DNV GL,NO,Certification
C01584,Yara International,NO,Chemicals
C01585,Vestas Offshore,DK,Offshore Wind
C01586,Siemens Energy,DE,Energy
C01587,Siemens Energy,DE,Energy
C01588,ABB Norway,NO,Technology
C01589,Aker Solutions,NO,Engineering
C01590,Aker Solutions,NO,Engineering
C01591,Siemens Energy,DE,Energy
C01592,Yara International,NO,Chemicals
C01593,Kongsberg Defence & Aerospace,NO,Defence
C01594,Siemens Energy,DE,Energy
C01595,Statkraft AS,NO,Energy
C01596,Siemens Energy,DE,Energy
C01597,Statkraft AS,NO,Energy
C01598,DNV GL,NO,Certification
C01599,Aker Solutions,NO,Engineering
C01600,ABB Norway,NO,Technology
C01601,ABB Norway,NO,Technology
C01602,Yara International,NO,Chemicals
C01603,Vestas Offshore,DK,Offshore Wind
C01604,Siemens Energy,DE,Energy
C01605,Statkraft AS,NO,Energy
C01606,Yara International,NO,Chemicals
C01607,Vestas Offshore,DK,Offshore Wind
C01608,Siemens Energy,DE,Energy
C01609,ABB Norway,NO,Technology
C01610,Aker Solutions,NO,Engineering
C01611,Vestas Offshore,DK,Offshore Wind
C01612,Yara International,NO,Chemicals
C01613,Statkraft AS,NO,Energy
C01614,ABB Norway,NO,Technology
C01615,DNV GL,NO,Certification
C01616,Aker Solutions,NO,Engineering
C01617,Siemens Energy,DE,Energy
C01618,Vestas Offshore,DK,Offshore Wind
C01619,DNV GL,NO,Certification
C01620,Statkraft AS,NO,Energy
C01621,Aker Solutions,NO,Engineering
C01622,DNV GL,NO,Certification
C01623,Siemens Energy,DE,Energy
C01624,Kongsberg Defence & Aerospace,NO,Defence
C01625,Siemens Energy,DE,Energy
C01626,ABB Norway,NO,Technology
C01627,Vestas Offshore,DK,Offshore Wind
C01628,Polish State,PL,Government
C01629,Siemens Energy,DE,Energy
C01630,Norsk Hydro,NO,Metals
C01631,Polish State,PL,Government
C01632,Polish State,PL,Government
C01633,Vestas Offshore,DK,Offshore Wind
C01634,Vestas Offshore,DK,Offshore Wind
C01635,Statkraft AS,NO,Energy
C01636,ABB Norway,NO,Technology
C01637,Statkraft AS,NO,Energy
C01638,DNV GL,NO,Certification
C01639,DNV GL,NO,Certification
C01640,DNV GL,NO,Certification
C01641,Kongsberg Defence & Aerospace,NO,Defence
C01642,Siemens Energy,DE,Energy
C01643,Yara International,NO,Chemicals
C01644,Vestas Offshore,DK,Offshore Wind
C01645,Yara International,NO,Chemicals
C01646,Aker Solutions,NO,Engineering
C01647,Vestas Offshore,DK,Offshore Wind
C01648,Vestas Offshore,DK,Offshore Wind
C01649,Vestas Offshore,DK,Offshore Wind
C01650,Yara International,NO,Chemicals
C01651,Vestas Offshore,DK,Offshore Wind
C01652,Norsk Hydro,NO,Metals
C01653,Kongsberg Defence & Aerospace,NO,Defence
C01654,Aker Solutions,NO,Engineering
C01655,Siemens Energy,DE,Energy
C01656,Polish State,PL,Government
C01657,Norsk Hydro,NO,Metals
C01658,Yara International,NO,Chemicals
C01659,ABB Norway,NO,Technology
C01660,Norsk Hydro,NO,Metals
C01661,Polish State,PL,Government
C01662,DNV GL,NO,Certification
C01663,Polish State,PL,Government
C01664,ABB Norway,NO,Technology
C01665,Norsk Hydro,NO,Metals
C01666,Polish State,PL,Government
C01667,Siemens Energy,DE,Energy
C01668,Yara International,NO,Chemicals
C01669,Norsk Hydro,NO,Metals
C01670,Norsk Hydro,NO,Metals
C01671,ABB Norway,NO,Technology
C01672,Aker Solutions,NO,Engineering
C01673,DNV GL,NO,Certification
C01674,DNV GL,NO,Certification
C01675,Aker Solutions,NO,Engineering
C01676,Vestas Offshore,DK,Offshore Wind
C01677,Polish State,PL,Government
C01678,Yara International,NO,Chemicals
C01679,Vestas Offshore,DK,Offshore Wind
C01680,ABB Norway,NO,Technology
C01681,Kongsberg Defence & Aerospace,NO,Defence
C01682,Norsk Hydro,NO,Metals
C01683,Siemens Energy,DE,Energy
C01684,DNV GL,NO,Certification
C01685,Statkraft AS,NO,Energy
C01686,DNV GL,NO,Certification
C01687,Statkraft AS,NO,Energy
C01688,ABB Norway,NO,Technology
C01689,Statkraft AS,NO,Energy
C01690,Vestas Offshore,DK,Offshore Wind
C01691,ABB Norway,NO,Technology
C01692,Norsk Hydro,NO,Metals
C01693,DNV GL,NO,Certification
C01694,Vestas Offshore,DK,Offshore Wind
C01695,Aker Solutions,NO,Engineering
C01696,Statkraft AS,NO,Energy
C01697,Polish State,PL,Government
C01698,Norsk Hydro,NO,Metals
C01699,Siemens Energy,DE,Energy
C01700,Kongsberg Defence & Aerospace,NO,Defence
C01701,Aker Solutions,NO,Engineering
C01702,Kongsberg Defence & Aerospace,NO,Defence
C01703,Aker Solutions,NO,Engineering
C01704,DNV GL,NO,Certification
C01705,Siemens Energy,DE,Energy
C01706,Polish State,PL,Government
C01707,Aker Solutions,NO,Engineering
C01708,Statkraft AS,NO,Energy
C01709,Siemens Energy,DE,Energy
C01710,Polish State,PL,Government
C01711,Kongsberg Defence & Aerospace,NO,Defence
C01712,Siemens Energy,DE,Energy
C01713,Statkraft AS,NO,Energy
C01714,Siemens Energy,DE,Energy
C01715,Vestas Offshore,DK,Offshore Wind
C01716,Vestas Offshore,DK,Offshore Wind
C01717,Kongsberg Defence & Aerospace,NO,Defence
C01718,ABB Norway,NO,Technology
C01719,Norsk Hydro,NO,Metals
C01720,Vestas Offshore,DK,Offshore Wind
C01721,Norsk Hydro,NO,Metals
C01722,Norsk Hydro,NO,Metals
C01723,Yara International,NO,Chemicals
C01724,Kongsberg Defence & Aerospace,NO,Defence
C01725,Statkraft AS,NO,Energy
C01726,Kongsberg Defence & Aerospace,NO,Defence
C01727,ABB Norway,NO,Technology
C01728,Polish State,PL,Government
C01729,Vestas Offshore,DK,Offshore Wind
C01730,DNV GL,NO,Certification
C01731,Yara International,NO,Chemicals
C01732,DNV GL,NO,Certification
C01733,Aker Solutions,NO,Engineering
C01734,Statkraft AS,NO,Energy
C01735,ABB Norway,NO,Technology
C01736,Polish State,PL,Government
C01737,ABB Norway,NO,Technology
C01738,Statkraft AS,NO,Energy
C01739,Kongsberg Defence & Aerospace,NO,Defence
C01740,Polish State,PL,Government
C01741,Aker Solutions,NO,Engineering
C01742,Yara International,NO,Chemicals
C01743,Norsk Hydro,NO,Metals
C01744,Statkraft AS,NO,Energy
C01745,Statkraft AS,NO,Energy
C01746,Norsk Hydro,NO,Metals
C01747,Yara International,NO,Chemicals
C01748,DNV GL,NO,Certification
C01749,Kongsberg Defence & Aerospace,NO,Defence
C01750,DNV GL,NO,Certification
C01751,Yara International,NO,Chemicals
C01752,Polish State,PL,Government
C01753,Vestas Offshore,DK,Offshore Wind
C01754,ABB Norway,NO,Technology
C01755,Aker Solutions,NO,Engineering
C01756,Kongsberg Defence & Aerospace,NO,Defence
C01757,Yara International,NO,Chemicals
C01758,Siemens Energy,DE,Energy
C01759,Polish State,PL,Government
C01760,Yara International,NO,Chemicals
C01761,Aker Solutions,NO,Engineering
C01762,Vestas Offshore,DK,Offshore Wind
C01763,Statkraft AS,NO,Energy
C01764,DNV GL,NO,Certification
C01765,Siemens Energy,DE,Energy
C01766,Statkraft AS,NO,Energy
C01767,DNV GL,NO,Certification
C01768,DNV GL,NO,Certification
C01769,DNV GL,NO,Certification
C01770,DNV GL,NO,Certification
C01771,DNV GL,NO,Certification
C01772,Kongsberg Defence & Aerospace,NO,Defence
C01773,Aker Solutions,NO,Engineering
C01774,Norsk Hydro,NO,Metals
C01775,Kongsberg Defence & Aerospace,NO,Defence
C01776,Aker Solutions,NO,Engineering
C01777,Siemens Energy,DE,Energy
C01778,ABB Norway,NO,Technology
C01779,Kongsberg Defence & Aerospace,NO,Defence
C01780,Siemens Energy,DE,Energy
C01781,Statkraft AS,NO,Energy
C01782,Siemens Energy,DE,Energy
C01783,Polish State,PL,Government
C01784,Statkraft AS,NO,Energy
C01785,Yara International,NO,Chemicals
C01786,Siemens Energy,DE,Energy
C01787,Vestas Offshore,DK,Offshore Wind
C01788,Kongsberg Defence & Aerospace,NO,Defence
C01789,Siemens Energy,DE,Energy
C01790,DNV GL,NO,Certification
C01791,Siemens Energy,DE,Energy
C01792,Vestas Offshore,DK,Offshore Wind
C01793,Norsk Hydro,NO,Metals
C01794,Norsk Hydro,NO,Metals
C01795,Vestas Offshore,DK,Offshore Wind
C01796,Vestas Offshore,DK,Offshore Wind
C01797,Statkraft AS,NO,Energy
C01798,Norsk Hydro,NO,Metals
C01799,Kongsberg Defence & Aerospace,NO,Defence
C01800,ABB Norway,NO,Technology
C01801,Polish State,PL,Government
C01802,Kongsberg Defence & Aerospace,NO,Defence
C01803,Polish State,PL,Government
C01804,Kongsberg Defence & Aerospace,NO,Defence
C01805,Siemens Energy,DE,Energy
C01806,ABB Norway,NO,Technology
C01807,DNV GL,NO,Certification
C01808,Aker Solutions,NO,Engineering
C01809,DNV GL,NO,Certification
C01810,Norsk Hydro,NO,Metals
C01811,ABB Norway,NO,Technology
C01812,Kongsberg Defence & Aerospace,NO,Defence
C01813,Polish State,PL,Government
C01814,ABB Norway,NO,Technology
C01815,Siemens Energy,DE,Energy
C01816,Kongsberg Defence & Aerospace,NO,Defence
C01817,Siemens Energy,DE,Energy
C01818,ABB Norway,NO,Technology
C01819,Statkraft AS,NO,Energy
C01820,Siemens Energy,DE,Energy
C01821,Aker Solutions,NO,Engineering
C01822,Aker Solutions,NO,Engineering
C01823,Norsk Hydro,NO,Metals
C01824,Aker Solutions,NO,Engineering
C01825,Siemens Energy,DE,Energy
C01826,Vestas Offshore,DK,Offshore Wind
C01827,Norsk Hydro,NO,Metals
C01828,Norsk Hydro,NO,Metals
C01829,Siemens Energy,DE,Energy
C01830,DNV GL,NO,Certification
C01831,ABB Norway,NO,Technology
C01832,Statkraft AS,NO,Energy
C01833,Aker Solutions,NO,Engineering
C01834,Statkraft AS,NO,Energy
C01835,Aker Solutions,NO,Engineering
C01836,Yara International,NO,Chemicals
C01837,Vestas Offshore,DK,Offshore Wind
C01838,DNV GL,NO,Certification
C01839,ABB Norway,NO,Technology
C01840,Siemens Energy,DE,Energy
C01841,Statkraft AS,NO,Energy
C01842,Statkraft AS,NO,Energy
C01843,Siemens Energy,DE,Energy
C01844,ABB Norway,NO,Technology
C01845,ABB Norway,NO,Technology
C01846,Norsk Hydro,NO,Metals
C01847,Yara International,NO,Chemicals
C01848,Aker Solutions,NO,Engineering
C01849,Vestas Offshore,DK,Offshore Wind
C01850,Norsk Hydro,NO,Metals
C01851,Siemens Energy,DE,Energy
C01852,Norsk Hydro,NO,Metals
C01853,Kongsberg Defence & Aerospace,NO,Defence
C01854,Siemens Energy,DE,Energy
C01855,Yara International,NO,Chemicals
C01856,Aker Solutions,NO,Engineering
C01857,ABB Norway,NO,Technology
C01858,Kongsberg Defence & Aerospace,NO,Defence
C01859,Statkraft AS,NO,Energy
C01860,Aker Solutions,NO,Engineering
C01861,Siemens Energy,DE,Energy
C01862,DNV GL,NO,Certification
C01863,Vestas Offshore,DK,Offshore Wind
C01864,Kongsberg Defence & Aerospace,NO,Defence
C01865,Vestas Offshore,DK,Offshore Wind
C01866,Yara International,NO,Chemicals
C01867,Norsk Hydro,NO,Metals
C01868,Kongsberg Defence & Aerospace,NO,Defence
C01869,Vestas Offshore,DK,Offshore Wind
C01870,Statkraft AS,NO,Energy
C01871,Polish State,PL,Government
C01872,Siemens Energy,DE,Energy
C01873,Siemens Energy,DE,Energy
C01874,Aker Solutions,NO,Engineering
C01875,Yara International,NO,Chemicals
C01876,Kongsberg Defence & Aerospace,NO,Defence
C01877,Yara International,NO,Chemicals
C01878,Vestas Offshore,DK,Offshore Wind
C01879,Norsk Hydro,NO,Metals
C01880,Siemens Energy,DE,Energy
C01881,Siemens Energy,DE,Energy
C01882,Norsk Hydro,NO,Metals
C01883,Statkraft AS,NO,Energy
C01884,Yara International,NO,Chemicals
C01885,Vestas Offshore,DK,Offshore Wind
C01886,DNV GL,NO,Certification
C01887,Siemens Energy,DE,Energy
C01888,Aker Solutions,NO,Engineering
C01889,Siemens Energy,DE,Energy
C01890,ABB Norway,NO,Technology
C01891,Polish State,PL,Government
C01892,Statkraft AS,NO,Energy
C01893,Kongsberg Defence & Aerospace,NO,Defence
C01894,Vestas Offshore,DK,Offshore Wind
C01895,Norsk Hydro,NO,Metals
C01896,DNV GL,NO,Certification
C01897,Aker Solutions,NO,Engineering
C01898,DNV GL,NO,Certification
C01899,Statkraft AS,NO,Energy
C01900,ABB Norway,NO,Technology
C01901,ABB Norway,NO,Technology
C01902,Norsk Hydro,NO,Metals
C01903,Polish State,PL,Government
C01904,Yara International,NO,Chemicals
C01905,ABB Norway,NO,Technology
C01906,Norsk Hydro,NO,Metals
C01907,Polish State,PL,Government
C01908,Statkraft AS,NO,Energy
C01909,Vestas Offshore,DK,Offshore Wind
C01910,Statkraft AS,NO,Energy
C01911,Norsk Hydro,NO,Metals
C01912,Vestas Offshore,DK,Offshore Wind
C01913,Norsk Hydro,NO,Metals
C01914,Statkraft AS,NO,Energy
C01915,Siemens Energy,DE,Energy
C01916,Siemens Energy,DE,Energy
C01917,Statkraft AS,NO,Energy
C01918,DNV GL,NO,Certification
C01919,DNV GL,NO,Certification
C01920,ABB Norway,NO,Technology
C01921,ABB Norway,NO,Technology
C01922,Vestas Offshore,DK,Offshore Wind
C01923,Vestas Offshore,DK,Offshore Wind
C01924,Siemens Energy,DE,Energy
C01925,DNV GL,NO,Certification
C01926,Polish State,PL,Government
C01927,Statkraft AS,NO,Energy
C01928,Polish State,PL,Government
C01929,Vestas Offshore,DK,Offshore Wind
C01930,Polish State,PL,Government
C01931,Norsk Hydro,NO,Metals
C01932,Kongsberg Defence & Aerospace,NO,Defence
C01933,Siemens Energy,DE,Energy
C01934,DNV GL,NO,Certification
C01935,Yara International,NO,Chemicals
C01936,Siemens Energy,DE,Energy
C01937,Norsk Hydro,NO,Metals
C01938,DNV GL,NO,Certification
C01939,Vestas Offshore,DK,Offshore Wind
C01940,Yara International,NO,Chemicals
C01941,Statkraft AS,NO,Energy
C01942,Statkraft AS,NO,Energy
C01943,ABB Norway,NO,Technology
C01944,Aker Solutions,NO,Engineering
C01945,Norsk Hydro,NO,Metals
C01946,DNV GL,NO,Certification
C01947,Aker Solutions,NO,Engineering
C01948,Aker Solutions,NO,Engineering
C01949,Yara International,NO,Chemicals
C01950,Statkraft AS,NO,Energy
C01951,Vestas Offshore,DK,Offshore Wind
C01952,Siemens Energy,DE,Energy
C01953,Statkraft AS,NO,Energy
C01954,Norsk Hydro,NO,Metals
C01955,Norsk Hydro,NO,Metals
C01956,DNV GL,NO,Certification
C01957,Siemens Energy,DE,Energy
C01958,Vestas Offshore,DK,Offshore Wind
C01959,DNV GL,NO,Certification
C01960,Yara International,NO,Chemicals
C01961,Vestas Offshore,DK,Offshore Wind
C01962,Vestas Offshore,DK,Offshore Wind
C01963,Aker Solutions,NO,Engineering
C01964,DNV GL,NO,Certification
C01965,Kongsberg Defence & Aerospace,NO,Defence
C01966,Statkraft AS,NO,Energy
C01967,DNV GL,NO,Certification
C01968,Vestas Offshore,DK,Offshore Wind
C01969,ABB Norway,NO,Technology
C01970,Vestas Offshore,DK,Offshore Wind
C01971,Vestas Offshore,DK,Offshore Wind
C01972,Siemens Energy,DE,Energy
C01973,Polish State,PL,Government
C01974,Siemens Energy,DE,Energy
C01975,DNV GL,NO,Certification
C01976,ABB Norway,NO,Technology
C01977,Statkraft AS,NO,Energy
C01978,ABB Norway,NO,Technology
C01979,Polish State,PL,Government
C01980,DNV GL,NO,Certification
C01981,ABB Norway,NO,Technology
C01982,Vestas Offshore,DK,Offshore Wind
C01983,ABB Norway,NO,Technology
C01984,Yara International,NO,Chemicals
C01985,DNV GL,NO,Certification
C01986,Statkraft AS,NO,Energy
C01987,DNV GL,NO,Certification
C01988,Vestas Offshore,DK,Offshore Wind
C01989,Yara International,NO,Chemicals
C01990,Yara International,NO,Chemicals
C01991,Vestas Offshore,DK,Offshore Wind
C01992,Vestas Offshore,DK,Offshore Wind
C01993,Yara International,NO,Chemicals
C01994,Yara International,NO,Chemicals
C01995,Siemens Energy,DE,Energy
C01996,Yara International,NO,Chemicals
C01997,Kongsberg Defence & Aerospace,NO,Defence
C01998,Kongsberg Defence & Aerospace,NO,Defence
C01999,Statkraft AS,NO,Energy
C02000,Kongsberg Defence & Aerospace,NO,Defence
C02001,Yara International,NO,Chemicals
C02002,ABB Norway,NO,Technology
C02003,Polish State,PL,Government
C02004,Yara International,NO,Chemicals
C02005,Aker Solutions,NO,Engineering
C02006,Yara International,NO,Chemicals
C02007,Kongsberg Defence & Aerospace,NO,Defence
C02008,Norsk Hydro,NO,Metals
C02009,DNV GL,NO,Certification
C02010,ABB Norway,NO,Technology
C02011,ABB Norway,NO,Technology
C02012,Norsk Hydro,NO,Metals
C02013,Polish State,PL,Government
C02014,Aker Solutions,NO,Engineering
C02015,ABB Norway,NO,Technology
C02016,Norsk Hydro,NO,Metals
C02017,Statkraft AS,NO,Energy
C02018,Kongsberg Defence & Aerospace,NO,Defence
C02019,Vestas Offshore,DK,Offshore Wind
C02020,Norsk Hydro,NO,Metals
C02021,Aker Solutions,NO,Engineering
C02022,Norsk Hydro,NO,Metals
C02023,Norsk Hydro,NO,Metals
C02024,Polish State,PL,Government
C02025,Siemens Energy,DE,Energy
C02026,Yara International,NO,Chemicals
C02027,Vestas Offshore,DK,Offshore Wind
C02028,Siemens Energy,DE,Energy
C02029,Siemens Energy,DE,Energy
C02030,Siemens Energy,DE,Energy
C02031,Aker Solutions,NO,Engineering
C02032,Vestas Offshore,DK,Offshore Wind
C02033,Siemens Energy,DE,Energy
C02034,DNV GL,NO,Certification
C02035,DNV GL,NO,Certification
C02036,Statkraft AS,NO,Energy
C02037,Siemens Energy,DE,Energy
C02038,Polish State,PL,Government
C02039,Norsk Hydro,NO,Metals
C02040,Statkraft AS,NO,Energy
C02041,ABB Norway,NO,Technology
C02042,Norsk Hydro,NO,Metals
C02043,Polish State,PL,Government
C02044,Vestas Offshore,DK,Offshore Wind
C02045,Statkraft AS,NO,Energy
C02046,Kongsberg Defence & Aerospace,NO,Defence
C02047,ABB Norway,NO,Technology
C02048,Aker Solutions,NO,Engineering
C02049,Yara International,NO,Chemicals
C02050,Aker Solutions,NO,Engineering
C02051,Polish State,PL,Government
C02052,Vestas Offshore,DK,Offshore Wind
C02053,Siemens Energy,DE,Energy
C02054,Yara International,NO,Chemicals
C02055,Siemens Energy,DE,Energy
C02056,Polish State,PL,Government
C02057,Vestas Offshore,DK,Offshore Wind
C02058,Norsk Hydro,NO,Metals
C02059,DNV GL,NO,Certification
C02060,Norsk Hydro,NO,Metals
C02061,Norsk Hydro,NO,Metals
C02062,ABB Norway,NO,Technology
C02063,Norsk Hydro,NO,Metals
C02064,Kongsberg Defence & Aerospace,NO,Defence
C02065,Statkraft AS,NO,Energy
C02066,Aker Solutions,NO,Engineering
C02067,DNV GL,NO,Certification
C02068,Norsk Hydro,NO,Metals
C02069,Polish State,PL,Government
C02070,Polish State,PL,Government
C02071,Yara International,NO,Chemicals
C02072,Siemens Energy,DE,Energy
C02073,Kongsberg Defence & Aerospace,NO,Defence
C02074,Kongsberg Defence & Aerospace,NO,Defence
C02075,ABB Norway,NO,Technology
C02076,Norsk Hydro,NO,Metals
C02077,Yara International,NO,Chemicals
C02078,Norsk Hydro,NO,Metals
C02079,ABB Norway,NO,Technology
C02080,DNV GL,NO,Certification
C02081,Kongsberg Defence & Aerospace,NO,Defence
C02082,Statkraft AS,NO,Energy
C02083,Aker Solutions,NO,Engineering
C02084,Vestas Offshore,DK,Offshore Wind
C02085,ABB Norway,NO,Technology
C02086,Siemens Energy,DE,Energy
C02087,Aker Solutions,NO,Engineering
C02088,Siemens Energy,DE,Energy
C02089,Kongsberg Defence & Aerospace,NO,Defence
C02090,Aker Solutions,NO,Engineering
C02091,Kongsberg Defence & Aerospace,NO,Defence
C02092,Yara International,NO,Chemicals
C02093,DNV GL,NO,Certification
C02094,Polish State,PL,Government
C02095,Siemens Energy,DE,Energy
C02096,DNV GL,NO,Certification
C02097,ABB Norway,NO,Technology
C02098,Statkraft AS,NO,Energy
C02099,Aker Solutions,NO,Engineering
C02100,DNV GL,NO,Certification
C02101,Norsk Hydro,NO,Metals
C02102,DNV GL,NO,Certification
C02103,ABB Norway,NO,Technology
C02104,Yara International,NO,Chemicals
C02105,Yara International,NO,Chemicals
C02106,Statkraft AS,NO,Energy
C02107,Vestas Offshore,DK,Offshore Wind
C02108,Statkraft AS,NO,Energy
C02109,Aker Solutions,NO,Engineering
C02110,Siemens Energy,DE,Energy
C02111,Siemens Energy,DE,Energy
C02112,DNV GL,NO,Certification
C02113,Siemens Energy,DE,Energy
C02114,Vestas Offshore,DK,Offshore Wind
C02115,Polish State,PL,Government
C02116,Yara International,NO,Chemicals
C02117,DNV GL,NO,Certification
C02118,Aker Solutions,NO,Engineering
C02119,DNV GL,NO,Certification
C02120,Kongsberg Defence & Aerospace,NO,Defence
C02121,Kongsberg Defence & Aerospace,NO,Defence
C02122,Kongsberg Defence & Aerospace,NO,Defence
C02123,Vestas Offshore,DK,Offshore Wind
C02124,Siemens Energy,DE,Energy
C02125,Norsk Hydro,NO,Metals
C02126,DNV GL,NO,Certification
C02127,Norsk Hydro,NO,Metals
C02128,Vestas Offshore,DK,Offshore Wind
C02129,Yara International,NO,Chemicals
C02130,DNV GL,NO,Certification
C02131,Vestas Offshore,DK,Offshore Wind
C02132,Siemens Energy,DE,Energy
C02133,Yara International,NO,Chemicals
C02134,Siemens Energy,DE,Energy
C02135,Vestas Offshore,DK,Offshore Wind
C02136,Aker Solutions,NO,Engineering
C02137,Yara International,NO,Chemicals
C02138,ABB Norway,NO,Technology
C02139,Yara International,NO,Chemicals
C02140,Siemens Energy,DE,Energy
C02141,DNV GL,NO,Certification
C02142,DNV GL,NO,Certification
C02143,DNV GL,NO,Certification
C02144,Norsk Hydro,NO,Metals
C02145,Yara International,NO,Chemicals
C02146,ABB Norway,NO,Technology
C02147,Norsk Hydro,NO,Metals
C02148,Kongsberg Defence & Aerospace,NO,Defence
C02149,Siemens Energy,DE,Energy
C02150,Siemens Energy,DE,Energy
C02151,Statkraft AS,NO,Energy
C02152,Aker Solutions,NO,Engineering
C02153,Yara International,NO,Chemicals
C02154,ABB Norway,NO,Technology
C02155,Kongsberg Defence & Aerospace,NO,Defence
C02156,Yara International,NO,Chemicals
C02157,Norsk Hydro,NO,Metals
C02158,ABB Norway,NO,Technology
C02159,Yara International,NO,Chemicals
C02160,Yara International,NO,Chemicals
C02161,Polish State,PL,Government
C02162,Kongsberg Defence & Aerospace,NO,Defence
C02163,Yara International,NO,Chemicals
C02164,Norsk Hydro,NO,Metals
C02165,Vestas Offshore,DK,Offshore Wind
C02166,DNV GL,NO,Certification
C02167,Yara International,NO,Chemicals
C02168,Aker Solutions,NO,Engineering
C02169,Vestas Offshore,DK,Offshore Wind
C02170,Polish State,PL,Government
C02171,Kongsberg Defence & Aerospace,NO,Defence
C02172,Yara International,NO,Chemicals
C02173,Statkraft AS,NO,Energy
C02174,Polish State,PL,Government
C02175,Kongsberg Defence & Aerospace,NO,Defence
C02176,Norsk Hydro,NO,Metals
C02177,Siemens Energy,DE,Energy
C02178,Aker Solutions,NO,Engineering
C02179,Vestas Offshore,DK,Offshore Wind
C02180,Aker Solutions,NO,Engineering
C02181,Polish State,PL,Government
C02182,Aker Solutions,NO,Engineering
C02183,DNV GL,NO,Certification
C02184,Yara International,NO,Chemicals
C02185,Norsk Hydro,NO,Metals
C02186,Kongsberg Defence & Aerospace,NO,Defence
C02187,Vestas Offshore,DK,Offshore Wind
C02188,DNV GL,NO,Certification
C02189,Polish State,PL,Government
C02190,DNV GL,NO,Certification
C02191,Siemens Energy,DE,Energy
C02192,Norsk Hydro,NO,Metals
C02193,DNV GL,NO,Certification
C02194,Aker Solutions,NO,Engineering
C02195,Siemens Energy,DE,Energy
C02196,Vestas Offshore,DK,Offshore Wind
C02197,Norsk Hydro,NO,Metals
C02198,DNV GL,NO,Certification
C02199,Siemens Energy,DE,Energy
C02200,DNV GL,NO,Certification
C02201,Siemens Energy,DE,Energy
C02202,ABB Norway,NO,Technology
C02203,Yara International,NO,Chemicals
C02204,Norsk Hydro,NO,Metals
C02205,Polish State,PL,Government
C02206,Polish State,PL,Government
C02207,ABB Norway,NO,Technology
C02208,DNV GL,NO,Certification
C02209,ABB Norway,NO,Technology
C02210,Polish State,PL,Government
C02211,ABB Norway,NO,Technology
C02212,ABB Norway,NO,Technology
C02213,Polish State,PL,Government
C02214,Norsk Hydro,NO,Metals
C02215,Siemens Energy,DE,Energy
C02216,Norsk Hydro,NO,Metals
C02217,Siemens Energy,DE,Energy
C02218,DNV GL,NO,Certification
C02219,ABB Norway,NO,Technology
C02220,ABB Norway,NO,Technology
C02221,Statkraft AS,NO,Energy
C02222,Yara International,NO,Chemicals
C02223,DNV GL,NO,Certification
C02224,Aker Solutions,NO,Engineering
C02225,Aker Solutions,NO,Engineering
C02226,Siemens Energy,DE,Energy
C02227,Vestas Offshore,DK,Offshore Wind
C02228,ABB Norway,NO,Technology
C02229,Kongsberg Defence & Aerospace,NO,Defence
C02230,ABB Norway,NO,Technology
C02231,Statkraft AS,NO,Energy
C02232,Siemens Energy,DE,Energy
C02233,Norsk Hydro,NO,Metals
C02234,ABB Norway,NO,Technology
C02235,Norsk Hydro,NO,Metals
C02236,Polish State,PL,Government
C02237,Polish State,PL,Government
C02238,DNV GL,NO,Certification
C02239,ABB Norway,NO,Technology
C02240,DNV GL,NO,Certification
