region_id,name,country
R02354,Rogaland,NO
R02355,Trondheim,NO
R02356,Copenhagen,DK
R02357,Oslo,NO
R02358,Bergen,NO
R02359,Stavanger,NO
R02360,Trondheim,NO
R02361,Helsinki,FI
R02362,Hamburg,DE
R02363,Oslo,NO
R02364,Stavanger,NO
R02365,Rogaland,NO
R02366,Warsaw,PL
R02367,Hamburg,DE
R02368,Hamburg,DE
R02369,Copenhagen,DK
R02370,Warsaw,PL
R02371,Helsinki,FI
R02372,Bergen,NO
R02373,Rogaland,NO
R02374,Trondheim,NO
R02375,Oslo,NO
R02376,Oslo,NO
R02377,Warsaw,PL
R02378,Bergen,NO
R02379,Viken,NO
R02380,Bergen,NO
R02381,Copenhagen,DK
R02382,Stavanger,NO
R02383,Viken,NO
R02384,Trondheim,NO
R02385,Rogaland,NO
R02386,Oslo,NO
R02387,Hamburg,DE
R02388,Copenhagen,DK
R02389,Viken,NO
R02390,Oslo,NO
R02391,Bergen,NO
R02392,Viken,NO
R02393,Copenhagen,DK
R02394,Copenhagen,DK
R02395,Bergen,NO
R02396,Copenhagen,DK
R02397,Copenhagen,DK
R02398,Trondheim,NO
R02399,Stavanger,NO
R02400,Rogaland,NO
R02401,Helsinki,FI
R02402,Warsaw,PL
R02403,Hamburg,DE
R02404,Viken,NO
R02405,Trondheim,NO
R02406,Stavanger,NO
R02407,Stavanger,NO
R02408,Viken,NO
R02409,Oslo,NO
R02410,Rogaland,NO
R02411,Hamburg,DE
R02412,Trondheim,NO
R02413,Warsaw,PL
R02414,Helsinki,FI
R02415,Stavanger,NO
R02416,Viken,NO
R02417,Viken,NO
R02418,Rogaland,NO
R02419,Viken,NO
R02420,Bergen,NO
R02421,Hamburg,DE
R02422,Rogaland,NO
R02423,Bergen,NO
R02424,Hamburg,DE
R02425,Rogaland,NO
R02426,Hamburg,DE
R02427,Helsinki,FI
R02428,Rogaland,NO
R02429,Viken,NO
R02430,Helsinki,FI
R02431,Viken,NO
R02432,Copenhagen,DK
R02433,Oslo,NO
R02434,Trondheim,NO
R02435,Oslo,NO
R02436,Rogaland,NO
R02437,Trondheim,NO
R02438,Trondheim,NO
R02439,Hamburg,DE
R02440,Oslo,NO
R02441,Trondheim,NO
R02442,Stavanger,NO
R02443,Bergen,NO
R02444,Bergen,NO
R02445,Copenhagen,DK
R02446,Copenhagen,DK
R02447,Viken,NO
R02448,Warsaw,PL
R02449,Trondheim,NO
R02450,Copenhagen,DK
R02451,Stavanger,NO
R02452,Hamburg,DE
R02453,Trondheim,NO
R02454,Hamburg,DE
R02455,Warsaw,PL
R02456,Oslo,NO
R02457,Rogaland,NO
R02458,Rogaland,NO
R02459,Stavanger,NO
R02460,Bergen,NO
R02461,Copenhagen,DK
R02462,Hamburg,DE
R02463,Oslo,NO
R02464,Oslo,NO
R02465,Rogaland,NO
R02466,Hamburg,DE
R02467,Oslo,NO
R02468,Stavanger,NO
R02469,Stavanger,NO
R02470,Helsinki,FI
R02471,Trondheim,NO
R02472,Copenhagen,DK
R02473,Helsinki,FI
R02474,Hamburg,DE
R02475,Helsinki,FI
R02476,Warsaw,PL
R02477,Stavanger,NO
R02478,Viken,NO
R02479,Helsinki,FI
R02480,Rogaland,NO
R02481,Warsaw,PL
R02482,Bergen,NO
R02483,Hamburg,DE
R02484,Bergen,NO
R02485,Viken,NO
R02486,Hamburg,DE
R02487,Oslo,NO
R02488,Stavanger,NO
R02489,Hamburg,DE
R02490,Rogaland,NO
R02491,Warsaw,PL
R02492,Trondheim,NO
R02493,Helsinki,FI
R02494,Oslo,NO
R02495,Stavanger,NO
R02496,Copenhagen,DK
R02497,Viken,NO
R02498,Helsinki,FI
R02499,Hamburg,DE
R02500,Viken,NO
R02501,Bergen,NO
R02502,Helsinki,FI
R02503,Trondheim,NO
R02504,Warsaw,PL
R02505,Stavanger,NO
R02506,Stavanger,NO
R02507,Warsaw,PL
R02508,Stavanger,NO
R02509,Stavanger,NO
R02510,Viken,NO
R02511,Bergen,NO
R02512,Rogaland,NO
R02513,Hamburg,DE
R02514,Oslo,NO
R02515,Helsinki,FI
R02516,Helsinki,FI
R02517,Bergen,NO
R02518,Copenhagen,DK
R02519,Bergen,NO
R02520,Oslo,NO
R02521,Bergen,NO
R02522,Copenhagen,DK
R02523,Rogaland,NO
R02524,Rogaland,NO
R02525,Rogaland,NO
R02526,Bergen,NO
R02527,Rogaland,NO
R02528,Trondheim,NO
R02529,Viken,NO
R02530,Oslo,NO
R02531,Trondheim,NO
R02532,Warsaw,PL
R02533,Stavanger,NO
R02534,Stavanger,NO
R02535,Hamburg,DE
R02536,Stavanger,NO
R02537,Trondheim,NO
R02538,Viken,NO
R02539,Rogaland,NO
R02540,Hamburg,DE
R02541,Hamburg,DE
R02542,Bergen,NO
R02543,Oslo,NO
R02544,Bergen,NO
R02545,Trondheim,NO
R02546,Viken,NO
R02547,Bergen,NO
R02548,Hamburg,DE
R02549,Viken,NO
R02550,Rogaland,NO
R02551,Viken,NO
R02552,Helsinki,FI
R02553,Oslo,NO
R02554,Copenhagen,DK
R02555,Copenhagen,DK
R02556,Helsinki,FI
R02557,Warsaw,PL
R02558,Helsinki,FI
R02559,Viken,NO
R02560,Bergen,NO
R02561,Viken,NO
R02562,Oslo,NO
R02563,Warsaw,PL
R02564,Oslo,NO
R02565,Stavanger,NO
R02566,Oslo,NO
R02567,Hamburg,DE
R02568,Helsinki,FI
R02569,Stavanger,NO
R02570,Warsaw,PL
R02571,Viken,NO
R02572,Warsaw,PL
R02573,Copenhagen,DK
R02574,Hamburg,DE
R02575,Bergen,NO
R02576,Helsinki,FI
R02577,Stavanger,NO
R02578,Viken,NO
R02579,Stavanger,NO
R02580,Helsinki,FI
R02581,Hamburg,DE
R02582,Oslo,NO
R02583,Viken,NO
R02584,Copenhagen,DK
R02585,Trondheim,NO
R02586,Warsaw,PL
R02587,Viken,NO
R02588,Hamburg,DE
R02589,Hamburg,DE
R02590,Oslo,NO
R02591,Stavanger,NO
R02592,Trondheim,NO
R02593,Hamburg,DE
R02594,Warsaw,PL
R02595,Viken,NO
R02596,Trondheim,NO
R02597,Trondheim,NO
R02598,Viken,NO
R02599,Trondheim,NO
R02600,Trondheim,NO
R02601,Hamburg,DE
R02602,Hamburg,DE
R02603,Bergen,NO
R02604,Hamburg,DE
R02605,Warsaw,PL
R02606,Viken,NO
R02607,Rogaland,NO
R02608,Helsinki,FI
R02609,Hamburg,DE
R02610,Oslo,NO
R02611,Rogaland,NO
R02612,Viken,NO
R02613,Copenhagen,DK
R02614,Rogaland,NO
R02615,Rogaland,NO
R02616,Hamburg,DE
R02617,Viken,NO
R02618,Hamburg,DE
R02619,Bergen,NO
R02620,Trondheim,NO
R02621,Rogaland,NO
R02622,Viken,NO
R02623,Trondheim,NO
R02624,Warsaw,PL
R02625,Rogaland,NO
R02626,Oslo,NO
R02627,Bergen,NO
R02628,Copenhagen,DK
R02629,Oslo,NO
R02630,Trondheim,NO
R02631,Stavanger,NO
R02632,Helsinki,FI
R02633,Helsinki,FI
R02634,Helsinki,FI
R02635,Bergen,NO
R02636,Bergen,NO
R02637,Oslo,NO
R02638,Helsinki,FI
R02639,Warsaw,PL
R02640,Warsaw,PL
R02641,Trondheim,NO
R02642,Trondheim,NO
R02643,Warsaw,PL
R02644,Bergen,NO
R02645,Rogaland,NO
R02646,Viken,NO
R02647,Rogaland,NO
R02648,Hamburg,DE
R02649,Stavanger,NO
R02650,Viken,NO
R02651,Oslo,NO
R02652,Viken,NO
R02653,Trondheim,NO
R02654,Stavanger,NO
R02655,Stavanger,NO
R02656,Stavanger,NO
R02657,Stavanger,NO
R02658,Oslo,NO
R02659,Oslo,NO
R02660,Trondheim,NO
R02661,Stavanger,NO
R02662,Copenhagen,DK
R02663,Rogaland,NO
R02664,Bergen,NO
R02665,Copenhagen,DK
R02666,Viken,NO
R02667,Oslo,NO
R02668,Helsinki,FI
R02669,Rogaland,NO
R02670,Oslo,NO
R02671,Warsaw,PL
R02672,Warsaw,PL
R02673,Hamburg,DE
R02674,Copenhagen,DK
R02675,Hamburg,DE
R02676,Trondheim,NO
R02677,Bergen,NO
R02678,Viken,NO
R02679,Stavanger,NO
R02680,Copenhagen,DK
R02681,Hamburg,DE
R02682,Stavanger,NO
R02683,Viken,NO
R02684,Bergen,NO
R02685,Rogaland,NO
R02686,Warsaw,PL
R02687,Copenhagen,DK
R02688,Oslo,NO
R02689,Oslo,NO
R02690,Helsinki,FI
R02691,Trondheim,NO
R02692,Hamburg,DE
R02693,Bergen,NO
R02694,Copenhagen,DK
R02695,Viken,NO
R02696,Bergen,NO
R02697,Rogaland,NO
R02698,Viken,NO
R02699,Warsaw,PL
R02700,Oslo,NO
R02701,Helsinki,FI
R02702,Trondheim,NO
R02703,Copenhagen,DK
R02704,Stavanger,NO
R02705,Trondheim,NO
R02706,Copenhagen,DK
R02707,Oslo,NO
R02708,Bergen,NO
R02709,Helsinki,FI
R02710,Hamburg,DE
R02711,Viken,NO
R02712,Warsaw,PL
R02713,Helsinki,FI
R02714,Stavanger,NO
R02715,Oslo,NO
R02716,Rogaland,NO
R02717,Trondheim,NO
R02718,Trondheim,NO
R02719,Oslo,NO
R02720,Copenhagen,DK
R02721,Copenhagen,DK
R02722,Bergen,NO
R02723,Rogaland,NO
R02724,Bergen,NO
R02725,Helsinki,FI
R02726,Helsinki,FI
R02727,Helsinki,FI
R02728,Oslo,NO
R02729,Trondheim,NO
R02730,Bergen,NO
R02731,Copenhagen,DK
R02732,Rogaland,NO
R02733,Copenhagen,DK
R02734,Viken,NO
R02735,Copenhagen,DK
R02736,Copenhagen,DK
R02737,Stavanger,NO
R02738,Rogaland,NO
R02739,Stavanger,NO
R02740,Helsinki,FI
R02741,Viken,NO
R02742,Rogaland,NO
R02743,Stavanger,NO
R02744,Copenhagen,DK
R02745,Bergen,NO
R02746,Helsinki,FI
R02747,Rogaland,NO
R02748,Trondheim,NO
R02749,Helsinki,FI
R02750,Hamburg,DE
R02751,Hamburg,DE
R02752,Oslo,NO
R02753,Bergen,NO
R02754,Hamburg,DE
R02755,Warsaw,PL
R02756,Helsinki,FI
R02757,Copenhagen,DK
R02758,Viken,NO
R02759,Rogaland,NO
R02760,Rogaland,NO
R02761,Helsinki,FI
R02762,Copenhagen,DK
R02763,Rogaland,NO
R02764,Stavanger,NO
R02765,Trondheim,NO
R02766,Oslo,NO
R02767,Bergen,NO
R02768,Stavanger,NO
R02769,Oslo,NO
R02770,Hamburg,DE
R02771,Hamburg,DE
R02772,Rogaland,NO
R02773,Oslo,NO
R02774,Stavanger,NO
R02775,Hamburg,DE
R02776,Hamburg,DE
R02777,Stavanger,NO
R02778,Helsinki,FI
R02779,Warsaw,PL
R02780,Hamburg,DE
R02781,Warsaw,PL
R02782,Bergen,NO
R02783,Helsinki,FI
R02784,Trondheim,NO
R02785,Trondheim,NO
R02786,Stavanger,NO
R02787,Hamburg,DE
R02788,Helsinki,FI
R02789,Warsaw,PL
R02790,Oslo,NO
R02791,Oslo,NO
R02792,Rogaland,NO
R02793,Viken,NO
R02794,Warsaw,PL
R02795,Copenhagen,DK
R02796,Hamburg,DE
R02797,Warsaw,PL
R02798,Viken,NO
R02799,Oslo,NO
R02800,Bergen,NO
R02801,Viken,NO
R02802,Viken,NO
R02803,Bergen,NO
R02804,Hamburg,DE
R02805,Viken,NO
R02806,Copenhagen,DK
R02807,Oslo,NO
R02808,Oslo,NO
R02809,Bergen,NO
R02810,Viken,NO
R02811,Viken,NO
R02812,Copenhagen,DK
R02813,Hamburg,DE
R02814,Copenhagen,DK
R02815,Hamburg,DE
R02816,Helsinki,FI
R02817,Trondheim,NO
R02818,Helsinki,FI
R02819,Hamburg,DE
R02820,Trondheim,NO
R02821,Copenhagen,DK
R02822,Bergen,NO
R02823,Bergen,NO
R02824,Rogaland,NO
R02825,Warsaw,PL
R02826,Bergen,NO
R02827,Stavanger,NO
R02828,Stavanger,NO
R02829,Stavanger,NO
R02830,Oslo,NO
R02831,Oslo,NO
R02832,Helsinki,FI
R02833,Helsinki,FI
R02834,Rogaland,NO
R02835,Rogaland,NO
R02836,Viken,NO
R02837,Stavanger,NO
R02838,Trondheim,NO
R02839,Bergen,NO
R02840,Copenhagen,DK
R02841,Stavanger,NO
R02842,Trondheim,NO
R02843,Stavanger,NO
R02844,Stavanger,NO
R02845,Copenhagen,DK
R02846,Oslo,NO
R02847,Trondheim,NO
R02848,Trondheim,NO
R02849,Bergen,NO
R02850,Hamburg,DE
R02851,Oslo,NO
R02852,Stavanger,NO
R02853,Copenhagen,DK
R02854,Hamburg,DE
R02855,Hamburg,DE
R02856,Bergen,NO
R02857,Bergen,NO
R02858,Bergen,NO
R02859,Trondheim,NO
R02860,Viken,NO
R02861,Hamburg,DE
R02862,Rogaland,NO
R02863,Stavanger,NO
R02864,Rogaland,NO
R02865,Helsinki,FI
R02866,Trondheim,NO
R02867,Viken,NO
R02868,Warsaw,PL
R02869,Viken,NO
R02870,Viken,NO
R02871,Copenhagen,DK
R02872,Oslo,NO
R02873,Helsinki,FI
R02874,Viken,NO
R02875,Helsinki,FI
R02876,Hamburg,DE
R02877,Copenhagen,DK
R02878,Stavanger,NO
R02879,Oslo,NO
R02880,Viken,NO
R02881,Oslo,NO
R02882,Viken,NO
R02883,Viken,NO
R02884,Hamburg,DE
R02885,Helsinki,FI
R02886,Helsinki,FI
R02887,Stavanger,NO
R02888,Stavanger,NO
R02889,Oslo,NO
R02890,Warsaw,PL
R02891,Warsaw,PL
R02892,Trondheim,NO
R02893,Copenhagen,DK
R02894,Helsinki,FI
R02895,Rogaland,NO
R02896,Viken,NO
R02897,Bergen,NO
R02898,Warsaw,PL
R02899,Oslo,NO
R02900,Trondheim,NO
R02901,Trondheim,NO
R02902,Rogaland,NO
R02903,Trondheim,NO
R02904,Warsaw,PL
R02905,Viken,NO
R02906,Stavanger,NO
R02907,Rogaland,NO
R02908,Viken,NO
R02909,Hamburg,DE
R02910,Viken,NO
R02911,Trondheim,NO
R02912,Oslo,NO
R02913,Trondheim,NO
R02914,Copenhagen,DK
R02915,Copenhagen,DK
R02916,Trondheim,NO
R02917,Warsaw,PL
R02918,Warsaw,PL
R02919,Trondheim,NO
R02920,Helsinki,FI
R02921,Warsaw,PL
R02922,Oslo,NO
R02923,Stavanger,NO
R02924,Stavanger,NO
R02925,Stavanger,NO
R02926,Hamburg,DE
R02927,Viken,NO
R02928,Oslo,NO
R02929,Rogaland,NO
R02930,Stavanger,NO
R02931,Viken,NO
R02932,Viken,NO
R02933,Warsaw,PL
R02934,Viken,NO
R02935,Oslo,NO
R02936,Bergen,NO
R02937,Warsaw,PL
R02938,Copenhagen,DK
R02939,Stavanger,NO
R02940,Hamburg,DE
R02941,Trondheim,NO
R02942,Stavanger,NO
R02943,Helsinki,FI
R02944,Copenhagen,DK
R02945,Copenhagen,DK
R02946,Warsaw,PL
R02947,Rogaland,NO
R02948,Warsaw,PL
R02949,Hamburg,DE
R02950,Copenhagen,DK
R02951,Oslo,NO
R02952,Bergen,NO
R02953,Stavanger,NO
R02954,Stavanger,NO
R02955,Trondheim,NO
R02956,Helsinki,FI
R02957,Warsaw,PL
R02958,Bergen,NO
R02959,Stavanger,NO
R02960,Copenhagen,DK
R02961,Hamburg,DE
R02962,Stavanger,NO
R02963,Viken,NO
R02964,Rogaland,NO
R02965,Oslo,NO
R02966,Oslo,NO
R02967,Rogaland,NO
R02968,Viken,NO
R02969,Oslo,NO
R02970,Helsinki,FI
R02971,Copenhagen,DK
R02972,Hamburg,DE
R02973,Hamburg,DE
R02974,Copenhagen,DK
R02975,Oslo,NO
R02976,Oslo,NO
R02977,Viken,NO
R02978,Helsinki,FI
R02979,Hamburg,DE
R02980,Trondheim,NO
R02981,Oslo,NO
R02982,Trondheim,NO
R02983,Stavanger,NO
R02984,Helsinki,FI
R02985,Oslo,NO
R02986,Hamburg,DE
R02987,Viken,NO
R02988,Helsinki,FI
R02989,Trondheim,NO
R02990,Copenhagen,DK
R02991,Helsinki,FI
R02992,Hamburg,DE
R02993,Hamburg,DE
R02994,Viken,NO
R02995,Bergen,NO
R02996,Oslo,NO
R02997,Warsaw,PL
R02998,Bergen,NO
R02999,Oslo,NO
R03000,Rogaland,NO
R03001,Viken,NO
R03002,Oslo,NO
R03003,Copenhagen,DK
R03004,Warsaw,PL
R03005,Rogaland,NO
R03006,Hamburg,DE
R03007,Copenhagen,DK
R03008,Bergen,NO
R03009,Viken,NO
R03010,Trondheim,NO
R03011,Stavanger,NO
R03012,Copenhagen,DK
R03013,Rogaland,NO
R03014,Viken,NO
R03015,Viken,NO
R03016,Trondheim,NO
R03017,Bergen,NO
R03018,Warsaw,PL
R03019,Warsaw,PL
R03020,Stavanger,NO
R03021,Hamburg,DE
R03022,Trondheim,NO
R03023,Oslo,NO
R03024,Warsaw,PL
R03025,Bergen,NO
R03026,Trondheim,NO
R03027,Rogaland,NO
R03028,Rogaland,NO
R03029,Oslo,NO
R03030,Stavanger,NO
R03031,Copenhagen,DK
R03032,Hamburg,DE
R03033,Stavanger,NO
R03034,Rogaland,NO
R03035,Oslo,NO
R03036,Helsinki,FI
R03037,Rogaland,NO
R03038,Warsaw,PL
R03039,Bergen,NO
R03040,Warsaw,PL
R03041,Copenhagen,DK
R03042,Helsinki,FI
R03043,Hamburg,DE
R03044,Warsaw,PL
R03045,Rogaland,NO
R03046,Trondheim,NO
R03047,Rogaland,NO
R03048,Hamburg,DE
R03049,Copenhagen,DK
R03050,Bergen,NO
R03051,Rogaland,NO
R03052,Oslo,NO
R03053,Stavanger,NO
R03054,Trondheim,NO
R03055,Oslo,NO
R03056,Copenhagen,DK
R03057,Hamburg,DE
R03058,Warsaw,PL
R03059,Helsinki,FI
R03060,Helsinki,FI
R03061,Trondheim,NO
R03062,Copenhagen,DK
R03063,Rogaland,NO
R03064,Oslo,NO
R03065,Oslo,NO
R03066,Trondheim,NO
R03067,Copenhagen,DK
R03068,Helsinki,FI
R03069,Viken,NO
R03070,Rogaland,NO
R03071,Copenhagen,DK
R03072,Trondheim,NO
R03073,Trondheim,NO
R03074,Stavanger,NO
R03075,Bergen,NO
R03076,Stavanger,NO
R03077,Hamburg,DE
R03078,Warsaw,PL
R03079,Bergen,NO
R03080,Bergen,NO
R03081,Bergen,NO
R03082,Trondheim,NO
R03083,Rogaland,NO
R03084,Warsaw,PL
R03085,Warsaw,PL
R03086,Rogaland,NO
R03087,Hamburg,DE
R03088,Oslo,NO
R03089,Warsaw,PL
R03090,Stavanger,NO
R03091,Stavanger,NO
R03092,Rogaland,NO
R03093,Hamburg,DE
R03094,Helsinki,FI
R03095,Helsinki,FI
R03096,Bergen,NO
R03097,Bergen,NO
R03098,Bergen,NO
R03099,Copenhagen,DK
R03100,Bergen,NO
R03101,Rogaland,NO
R03102,Rogaland,NO
R03103,Warsaw,PL
R03104,Trondheim,NO
R03105,Warsaw,PL
R03106,Viken,NO
R03107,Viken,NO
R03108,Copenhagen,DK
R03109,Viken,NO
R03110,Hamburg,DE
R03111,Oslo,NO
R03112,Oslo,NO
R03113,Trondheim,NO
R03114,Rogaland,NO
R03115,Helsinki,FI
R03116,Hamburg,DE
R03117,Bergen,NO
R03118,Hamburg,DE
R03119,Stavanger,NO
R03120,Copenhagen,DK
R03121,Stavanger,NO
R03122,Bergen,NO
R03123,Oslo,NO
R03124,Stavanger,NO
R03125,Stavanger,NO
R03126,Viken,NO
R03127,Rogaland,NO
R03128,Rogaland,NO
R03129,Helsinki,FI
R03130,Warsaw,PL
R03131,Rogaland,NO
R03132,Bergen,NO
R03133,Copenhagen,DK
R03134,Stavanger,NO
R03135,Oslo,NO
R03136,Copenhagen,DK
R03137,Viken,NO
R03138,Oslo,NO
R03139,Trondheim,NO
R03140,Viken,NO
R03141,Rogaland,NO
R03142,Copenhagen,DK
R03143,Bergen,NO
R03144,Rogaland,NO
R03145,Oslo,NO
R03146,Bergen,NO
R03147,Stavanger,NO
R03148,Hamburg,DE
R03149,Trondheim,NO
R03150,Rogaland,NO
R03151,Bergen,NO
R03152,Helsinki,FI
R03153,Viken,NO
R03154,Stavanger,NO
R03155,Warsaw,PL
R03156,Copenhagen,DK
R03157,Copenhagen,DK
R03158,Warsaw,PL
R03159,Helsinki,FI
R03160,Stavanger,NO
R03161,Warsaw,PL
R03162,Rogaland,NO
R03163,Viken,NO
R03164,Stavanger,NO
R03165,Hamburg,DE
R03166,Stavanger,NO
R03167,Trondheim,NO
R03168,Rogaland,NO
R03169,Copenhagen,DK
R03170,Bergen,NO
R03171,Bergen,NO
R03172,Copenhagen,DK
R03173,Copenhagen,DK
R03174,Oslo,NO
R03175,Warsaw,PL
R03176,Rogaland,NO
R03177,Helsinki,FI
R03178,Trondheim,NO
R03179,Bergen,NO
R03180,Helsinki,FI
R03181,Oslo,NO
R03182,Warsaw,PL
R03183,Oslo,NO
R03184,Helsinki,FI
R03185,Viken,NO
R03186,Hamburg,DE
R03187,Rogaland,NO
R03188,Hamburg,DE
R03189,Helsinki,FI
R03190,Viken,NO
R03191,Copenhagen,DK
R03192,Warsaw,PL
R03193,Viken,NO
R03194,Trondheim,NO
R03195,Rogaland,NO
R03196,Copenhagen,DK
R03197,Stavanger,NO
R03198,Bergen,NO
R03199,Viken,NO
R03200,Copenhagen,DK
R03201,Viken,NO
R03202,Trondheim,NO
R03203,Viken,NO
R03204,Hamburg,DE
R03205,Rogaland,NO
R03206,Stavanger,NO
R03207,Rogaland,NO
R03208,Hamburg,DE
R03209,Viken,NO
R03210,Copenhagen,DK
R03211,Helsinki,FI
R03212,Hamburg,DE
R03213,Copenhagen,DK
R03214,Helsinki,FI
R03215,Hamburg,DE
R03216,Bergen,NO
R03217,Trondheim,NO
R03218,Rogaland,NO
R03219,Copenhagen,DK
R03220,Bergen,NO
R03221,Viken,NO
R03222,Helsinki,FI
R03223,Rogaland,NO
R03224,Copenhagen,DK
R03225,Warsaw,PL
R03226,Rogaland,NO
R03227,Helsinki,FI
R03228,Oslo,NO
R03229,Trondheim,NO
R03230,Trondheim,NO
R03231,Oslo,NO
R03232,Helsinki,FI
R03233,Copenhagen,DK
R03234,Bergen,NO
R03235,Copenhagen,DK
R03236,Hamburg,DE
R03237,Copenhagen,DK
R03238,Trondheim,NO
R03239,Hamburg,DE
R03240,Warsaw,PL
R03241,Copenhagen,DK
R03242,Helsinki,FI
R03243,Stavanger,NO
R03244,Stavanger,NO
R03245,Oslo,NO
R03246,Stavanger,NO
R03247,Trondheim,NO
R03248,Helsinki,FI
R03249,Bergen,NO
R03250,Trondheim,NO
R03251,Bergen,NO
R03252,Copenhagen,DK
R03253,Viken,NO
R03254,Copenhagen,DK
R03255,Copenhagen,DK
R03256,Helsinki,FI
R03257,Copenhagen,DK
R03258,Helsinki,FI
R03259,Bergen,NO
R03260,Copenhagen,DK
R03261,Trondheim,NO
R03262,Hamburg,DE
R03263,Rogaland,NO
R03264,Rogaland,NO
R03265,Warsaw,PL
R03266,Viken,NO
R03267,Oslo,NO
R03268,Helsinki,FI
R03269,Rogaland,NO
R03270,Viken,NO
R03271,Hamburg,DE
R03272,Copenhagen,DK
R03273,Copenhagen,DK
R03274,Copenhagen,DK
R03275,Viken,NO
R03276,Helsinki,FI
R03277,Copenhagen,DK
R03278,Trondheim,NO
R03279,Copenhagen,DK
R03280,Hamburg,DE
R03281,Viken,NO
R03282,Oslo,NO
R03283,Rogaland,NO
R03284,Rogaland,NO
R03285,Oslo,NO
R03286,Copenhagen,DK
R03287,Oslo,NO
R03288,Copenhagen,DK
R03289,Oslo,NO
R03290,Warsaw,PL
R03291,Bergen,NO
R03292,Copenhagen,DK
R03293,Bergen,NO
R03294,Helsinki,FI
R03295,Helsinki,FI
R03296,Bergen,NO
R03297,Stavanger,NO
R03298,Hamburg,DE
R03299,Viken,NO
R03300,Stavanger,NO
R03301,Oslo,NO
R03302,Trondheim,NO
R03303,Viken,NO
R03304,Warsaw,PL
R03305,Bergen,NO
R03306,Oslo,NO
R03307,Oslo,NO
R03308,Rogaland,NO
R03309,Warsaw,PL
R03310,Copenhagen,DK
R03311,Stavanger,NO
R03312,Rogaland,NO
R03313,Oslo,NO
R03314,Stavanger,NO
R03315,Bergen,NO
R03316,Oslo,NO
R03317,Oslo,NO
R03318,Warsaw,PL
R03319,Rogaland,NO
R03320,Bergen,NO
R03321,Bergen,NO
R03322,Helsinki,FI
R03323,Warsaw,PL
R03324,Bergen,NO
R03325,Hamburg,DE
R03326,Oslo,NO
R03327,Hamburg,DE
R03328,Viken,NO
R03329,Rogaland,NO
R03330,Viken,NO
R03331,Trondheim,NO
R03332,Copenhagen,DK
R03333,Rogaland,NO
R03334,Warsaw,PL
R03335,Rogaland,NO
R03336,Bergen,NO
R03337,Viken,NO
R03338,Helsinki,FI
R03339,Trondheim,NO
R03340,Helsinki,FI
R03341,Warsaw,PL
R03342,Oslo,NO
R03343,Warsaw,PL
R03344,Stavanger,NO
R03345,Oslo,NO
R03346,Rogaland,NO
R03347,Stavanger,NO
R03348,Oslo,NO
R03349,Stavanger,NO
R03350,Helsinki,FI
R03351,Trondheim,NO
R03352,Hamburg,DE
R03353,Viken,NO
R03354,Helsinki,FI
R03355,Stavanger,NO
R03356,Copenhagen,DK
R03357,Hamburg,DE
R03358,Hamburg,DE
R03359,Copenhagen,DK
R03360,Bergen,NO
R03361,Hamburg,DE
R03362,Trondheim,NO
R03363,Helsinki,FI
R03364,Viken,NO
R03365,Oslo,NO
R03366,Stavanger,NO
R03367,Trondheim,NO
R03368,Warsaw,PL
R03369,Warsaw,PL
R03370,Trondheim,NO
R03371,Viken,NO
R03372,Hamburg,DE
R03373,Viken,NO
R03374,Bergen,NO
R03375,Bergen,NO
R03376,Oslo,NO
R03377,Stavanger,NO
R03378,Trondheim,NO
R03379,Trondheim,NO
R03380,Rogaland,NO
R03381,Copenhagen,DK
R03382,Viken,NO
R03383,Bergen,NO
R03384,Viken,NO
R03385,Copenhagen,DK
R03386,Viken,NO
R03387,Trondheim,NO
R03388,Helsinki,FI
R03389,Rogaland,NO
R03390,Hamburg,DE
R03391,Viken,NO
R03392,Hamburg,DE
R03393,Warsaw,PL
R03394,Stavanger,NO
R03395,Stavanger,NO
R03396,Rogaland,NO
R03397,Trondheim,NO
R03398,Rogaland,NO
R03399,Oslo,NO
R03400,Rogaland,NO
R03401,Trondheim,NO
R03402,Bergen,NO
R03403,Trondheim,NO
R03404,Copenhagen,DK
R03405,Helsinki,FI
R03406,Copenhagen,DK
R03407,Viken,NO
R03408,Stavanger,NO
R03409,Hamburg,DE
R03410,Oslo,NO
R03411,Trondheim,NO
R03412,Stavanger,NO
R03413,Oslo,NO
R03414,Rogaland,NO
R03415,Oslo,NO
R03416,Hamburg,DE
R03417,Bergen,NO
R03418,Viken,NO
R03419,Helsinki,FI
R03420,Trondheim,NO
R03421,Rogaland,NO
R03422,Rogaland,NO
R03423,Stavanger,NO
R03424,Copenhagen,DK
R03425,Hamburg,DE
R03426,Bergen,NO
R03427,Stavanger,NO
R03428,Rogaland,NO
R03429,Helsinki,FI
R03430,Copenhagen,DK
R03431,Viken,NO
R03432,Viken,NO
R03433,Viken,NO
R03434,Oslo,NO
R03435,Bergen,NO
R03436,Bergen,NO
R03437,Viken,NO
R03438,Trondheim,NO
R03439,Helsinki,FI
R03440,Rogaland,NO
R03441,Hamburg,DE
R03442,Trondheim,NO
R03443,Copenhagen,DK
R03444,Helsinki,FI
R03445,Copenhagen,DK
R03446,Viken,NO
R03447,Hamburg,DE
R03448,Oslo,NO
R03449,Stavanger,NO
R03450,Warsaw,PL
R03451,Warsaw,PL
R03452,Hamburg,DE
R03453,Warsaw,PL
R03454,Rogaland,NO
R03455,Bergen,NO
R03456,Copenhagen,DK
