link_id,customer_id,project_id,region_id
L01937,C02270,P07166,R08509
L01938,C05334,P03323,R05540
L01939,C00484,P09708,R05045
L01940,C03787,P01050,R09011
L01941,C08985,P00540,R07824
L01942,C05386,P07008,R04696
L01943,C05588,P01238,R06326
L01944,C06415,P08221,R00135
L01945,C01063,P08907,R09318
L01946,C04072,P07121,R06180
L01947,C00883,P04757,R01535
L01948,C06025,P03905,R07890
L01949,C08039,P04741,R07291
L01950,C05494,P08696,R00823
L01951,C06695,P02920,R09865
L01952,C00971,P08674,R09538
L01953,C00912,P06542,R08340
L01954,C08643,P06086,R03960
L01955,C09453,P04884,R08487
L01956,C09778,P05622,R06638
L01957,C06449,P07769,R07892
L01958,C09645,P07465,R01943
L01959,C02434,P07263,R04942
L01960,C06960,P05090,R08923
L01961,C01235,P08400,R03337
L01962,C03614,P08045,R04803
L01963,C01537,P00982,R09783
L01964,C06440,P03523,R07745
L01965,C05210,P01575,R02937
L01966,C04193,P01861,R02858
L01967,C09777,P00364,R02096
L01968,C03935,P02478,R06350
L01969,C03233,P07369,R08930
L01970,C08459,P09350,R00331
L01971,C06262,P02367,R06264
L01972,C04550,P04366,R00861
L01973,C00014,P07327,R00098
L01974,C00530,P02872,R05520
L01975,C03196,P03547,R06979
L01976,C08750,P08091,R03081
L01977,C00015,P02029,R03327
L01978,C00341,P04426,R07731
L01979,C00059,P00860,R06995
L01980,C00987,P00033,R04006
L01981,C02617,P02312,R02371
L01982,C07500,P05239,R01372
L01983,C07351,P07705,R07245
L01984,C08211,P00115,R03220
L01985,C01075,P01047,R07829
L01986,C07678,P01412,R03446
L01987,C09978,P08613,R02791
L01988,C07461,P06961,R05622
L01989,C00850,P02299,R08453
L01990,C02552,P01895,R07713
L01991,C02972,P05337,R01663
L01992,C05549,P02278,R01625
L01993,C02462,P05672,R02533
L01994,C02852,P07784,R08352
L01995,C00605,P01517,R01928
L01996,C02902,P01698,R01465
L01997,C07412,P06801,R09073
L01998,C09822,P03343,R01904
L01999,C01670,P07276,R08856
L02000,C09035,P01670,R09011
L02001,C05088,P04115,R09164
L02002,C06400,P07073,R00808
L02003,C06326,P08289,R01425
L02004,C07722,P07184,R00979
L02005,C04765,P03586,R03235
L02006,C01535,P08689,R05897
L02007,C08157,P02515,R03891
L02008,C09577,P03362,R05442
L02009,C05036,P00403,R04918
L02010,C05937,P00457,R02143
L02011,C03632,P06161,R07647
L02012,C00869,P03539,R07540
L02013,C00198,P01175,R07449
L02014,C00501,P03973,R03044
L02015,C00276,P09438,R04272
L02016,C01372,P02834,R03443
L02017,C04347,P06453,R06189
L02018,C09727,P07535,R06318
L02019,C09842,P08357,R05258
L02020,C03072,P09598,R06104
L02021,C08463,P04878,R06546
L02022,C02461,P02015,R06222
L02023,C07752,P04367,R08352
L02024,C03195,P00244,R09126
L02025,C09662,P01722,R02066
L02026,C06866,P06475,R09025
L02027,C08062,P00779,R09080
L02028,C00658,P00924,R04529
L02029,C02655,P06117,R09464
L02030,C07896,P02516,R08139
L02031,C02953,P05256,R02406
L02032,C04714,P07506,R02616
L02033,C00765,P01250,R09351
L02034,C08093,P00475,R07845
L02035,C09434,P03729,R07917
L02036,C05352,P05842,R01857
L02037,C09514,P03399,R06487
L02038,C03140,P06169,R08655
L02039,C07476,P05727,R04485
L02040,C02642,P03755,R05346
L02041,C00809,P09069,R03436
L02042,C08583,P02718,R08527
L02043,C08841,P00447,R02977
L02044,C02473,P02660,R00576
L02045,C00078,P01957,R07621
L02046,C00278,P07991,R09929
L02047,C05200,P04958,R01927
L02048,C07618,P01459,R03597
L02049,C03507,P05641,R04385
L02050,C02501,P06516,R06456
L02051,C02025,P02747,R04792
L02052,C09740,P07454,R01873
L02053,C00154,P07737,R00146
L02054,C02966,P02733,R08743
L02055,C03281,P03884,R00429
L02056,C03400,P03839,R03553
L02057,C09812,P00570,R09993
L02058,C04094,P06104,R02687
L02059,C09870,P00366,R02929
L02060,C08602,P00404,R05501
L02061,C09044,P06181,R06878
L02062,C04574,P00920,R09415
L02063,C02546,P07669,R00051
L02064,C08017,P04376,R09914
L02065,C02151,P02416,R04292
L02066,C09585,P00199,R00719
L02067,C00043,P08658,R05340
L02068,C09414,P05663,R05906
L02069,C00088,P07858,R09260
L02070,C04116,P08441,R07267
L02071,C07413,P02182,R09096
L02072,C02531,P00685,R00061
L02073,C06351,P00596,R08349
L02074,C02766,P09005,R00956
L02075,C02266,P03940,R07725
L02076,C02607,P04679,R06019
L02077,C00216,P02353,R06215
L02078,C05294,P04839,R00374
L02079,C00693,P07634,R06436
L02080,C09435,P00701,R06431
L02081,C09698,P00396,R09521
L02082,C08182,P09640,R05895
L02083,C05673,P05573,R03857
L02084,C03283,P07058,R06423
L02085,C03368,P09193,R06568
L02086,C01093,P07881,R08920
L02087,C01392,P02705,R04010
L02088,C00690,P02582,R08418
L02089,C03420,P02210,R08527
L02090,C03715,P05311,R09247
L02091,C06852,P06505,R02869
L02092,C09388,P09256,R01906
L02093,C09643,P09444,R01871
L02094,C02387,P04419,R03193
L02095,C06968,P04705,R00714
L02096,C00515,P09780,R08710
L02097,C06603,P07278,R06022
L02098,C01092,P07673,R04697
L02099,C00642,P06943,R09793
L02100,C09846,P00899,R03377
L02101,C01987,P07010,R06022
L02102,C06335,P01418,R05107
L02103,C02411,P04457,R04170
L02104,C04536,P01638,R00084
L02105,C00169,P05563,R06024
L02106,C07633,P06198,R03664
L02107,C00056,P00415,R05230
L02108,C05954,P02523,R01354
L02109,C06085,P04509,R05195
L02110,C02244,P02756,R06857
L02111,C08520,P07903,R06415
L02112,C05692,P08354,R06479
L02113,C00526,P02305,R03607
L02114,C09958,P08044,R02695
L02115,C03054,P03636,R07540
L02116,C05463,P02917,R00118
L02117,C03227,P09372,R09468
L02118,C01164,P02441,R00973
L02119,C02063,P05683,R07972
L02120,C09833,P02404,R06962
L02121,C09954,P06186,R01355
L02122,C04933,P05071,R00465
L02123,C00876,P08407,R08267
L02124,C03851,P00789,R06491
L02125,C02067,P08159,R03608
L02126,C02081,P00775,R07626
L02127,C06268,P02623,R06831
L02128,C08694,P03370,R01232
L02129,C08833,P04888,R04415
L02130,C05769,P00181,R02750
L02131,C08145,P09527,R02118
L02132,C08198,P08040,R01845
L02133,C07700,P06217,R09201
L02134,C04169,P08132,R05987
L02135,C01333,P00577,R09291
L02136,C04859,P04522,R06143
L02137,C01849,P02981,R00020
L02138,C02185,P05487,R02303
L02139,C02893,P07152,R06850
L02140,C03044,P06888,R03629
L02141,C06676,P06236,R03000
L02142,C01370,P06660,R02682
L02143,C07958,P00945,R01759
L02144,C04627,P03433,R08120
L02145,C04924,P00707,R00293
L02146,C07629,P06463,R03042
L02147,C07162,P04306,R07202
L02148,C01517,P02326,R02568
L02149,C02493,P00034,R08893
L02150,C03676,P06933,R00497
L02151,C04849,P06485,R02485
L02152,C01805,P01137,R09534
L02153,C08496,P08814,R02352
L02154,C00602,P08084,R05183
L02155,C09333,P04367,R07009
L02156,C07595,P04247,R03967
L02157,C09180,P05494,R08624
L02158,C00121,P02821,R01246
L02159,C03703,P03917,R05229
L02160,C06316,P07645,R09630
L02161,C07606,P07980,R09569
L02162,C03344,P03112,R04574
L02163,C04978,P09983,R05942
L02164,C06501,P04659,R08317
L02165,C05660,P00181,R09432
L02166,C06141,P01298,R09834
L02167,C03500,P01015,R04078
L02168,C01809,P03699,R09460
L02169,C05592,P07537,R04340
L02170,C00838,P02444,R04602
L02171,C07344,P02465,R08262
L02172,C01366,P05433,R04802
L02173,C07961,P01049,R05979
L02174,C02396,P06447,R09703
L02175,C08400,P03625,R05088
L02176,C04410,P05280,R05265
L02177,C02012,P03422,R07870
L02178,C02597,P07650,R07705
L02179,C05560,P04894,R03920
L02180,C02042,P03696,R04478
L02181,C05571,P04656,R06847
L02182,C04359,P08480,R03391
L02183,C00624,P00622,R00920
L02184,C06838,P08149,R09400
L02185,C03464,P05481,R04679
L02186,C04052,P02392,R01385
L02187,C09906,P01695,R08934
L02188,C00442,P06137,R04520
L02189,C00062,P01881,R05847
L02190,C06593,P09362,R01406
L02191,C05073,P04767,R09298
L02192,C08747,P04089,R09361
L02193,C04287,P02865,R06285
L02194,C07704,P03633,R04015
L02195,C06591,P03149,R00599
L02196,C04256,P03984,R00318
L02197,C09563,P06829,R08662
L02198,C04444,P02431,R06091
L02199,C06878,P05620,R06417
L02200,C04382,P06605,R05174
L02201,C08067,P09688,R03086
L02202,C01948,P05319,R03328
L02203,C05514,P08773,R08272
L02204,C05475,P05491,R09467
L02205,C02548,P08603,R05236
L02206,C01211,P09759,R04188
L02207,C03521,P04651,R08911
L02208,C01386,P09020,R00161
L02209,C02302,P09619,R01561
L02210,C02213,P01054,R06586
L02211,C00956,P08996,R05502
L02212,C03925,P03894,R02742
L02213,C02125,P01329,R05778
L02214,C01896,P05637,R04917
L02215,C07588,P03209,R05124
L02216,C09380,P05123,R00388
L02217,C04387,P02695,R05077
L02218,C04393,P08018,R09934
L02219,C01067,P02419,R08606
L02220,C03215,P07465,R09631
L02221,C01834,P04471,R04885
L02222,C02136,P01548,R04111
L02223,C06642,P08113,R02248
L02224,C06118,P09301,R03802
L02225,C09817,P04109,R09380
L02226,C05115,P07523,R09705
L02227,C05077,P08419,R00096
L02228,C00322,P09246,R00631
L02229,C09794,P06523,R05229
L02230,C09744,P07882,R07667
L02231,C00340,P02882,R03422
L02232,C08371,P01787,R08963
L02233,C04160,P02755,R02542
L02234,C01928,P08491,R04139
L02235,C01364,P00777,R01687
L02236,C04259,P01216,R00090
L02237,C00687,P08460,R07340
L02238,C05117,P03248,R06789
L02239,C07897,P00546,R02989
L02240,C08949,P03375,R06824
L02241,C00713,P06020,R03989
L02242,C05170,P05952,R08479
L02243,C02142,P01886,R07951
L02244,C00340,P07018,R08941
L02245,C08598,P08016,R02249
L02246,C08675,P03668,R01900
L02247,C03981,P00360,R04805
L02248,C05558,P01849,R03752
L02249,C01205,P08988,R00875
L02250,C03027,P00581,R02270
L02251,C09882,P00640,R08982
L02252,C01017,P04745,R09639
L02253,C07237,P07753,R09465
L02254,C09018,P02205,R01730
L02255,C07625,P02348,R03183
L02256,C04761,P09926,R04597
L02257,C05201,P09788,R07910
L02258,C03819,P09670,R05804
L02259,C03095,P05815,R03882
L02260,C05714,P00185,R07210
L02261,C09738,P03003,R04991
L02262,C03702,P01096,R00578
L02263,C05120,P06296,R05464
L02264,C09582,P06379,R09068
L02265,C01303,P09768,R05022
L02266,C02397,P01876,R08275
L02267,C04154,P00914,R03466
L02268,C07930,P04378,R05104
L02269,C00243,P00121,R00564
L02270,C03957,P04253,R04080
L02271,C06639,P08258,R07416
L02272,C02653,P05677,R05558
L02273,C07136,P00973,R04579
L02274,C09281,P08562,R08197
L02275,C01934,P08781,R05510
L02276,C02108,P01001,R09342
L02277,C01548,P08384,R09726
L02278,C01536,P06843,R07832
L02279,C02893,P00098,R08644
L02280,C01983,P08616,R09553
L02281,C05009,P01574,R00643
L02282,C09284,P01565,R05737
L02283,C03192,P01526,R02851
L02284,C02795,P09853,R05487
L02285,C04973,P03414,R08508
L02286,C01941,P00213,R06288
L02287,C09110,P04202,R05602
L02288,C09332,P04738,R04529
L02289,C06479,P06186,R07134
L02290,C03343,P01296,R09341
L02291,C06569,P08919,R09645
L02292,C03737,P01338,R03531
L02293,C01322,P01838,R01939
L02294,C06922,P00785,R03892
L02295,C04059,P03197,R09534
L02296,C01717,P00002,R09047
L02297,C06928,P03543,R09283
L02298,C00678,P07060,R08516
L02299,C02474,P00739,R01249
L02300,C03443,P09290,R04193
L02301,C00510,P07752,R06186
L02302,C03608,P07327,R02946
L02303,C01004,P01953,R05121
L02304,C01646,P00624,R04899
L02305,C07444,P00493,R03761
L02306,C03362,P07188,R05433
L02307,C03466,P02709,R07536
L02308,C09017,P07026,R07259
L02309,C09581,P01700,R07141
L02310,C05705,P07533,R01275
L02311,C02961,P06860,R02207
L02312,C02242,P01117,R04117
L02313,C05518,P08121,R08724
L02314,C07338,P09935,R04697
L02315,C00079,P06773,R00123
L02316,C08168,P00035,R00968
L02317,C09683,P07053,R00412
L02318,C04855,P05087,R08882
L02319,C05415,P03937,R00956
L02320,C09445,P04661,R03279
L02321,C01236,P02564,R03772
L02322,C05387,P09817,R00585
L02323,C02439,P04392,R09614
L02324,C04567,P03049,R04892
L02325,C05328,P01025,R01125
L02326,C05198,P01263,R02543
L02327,C05000,P03010,R00766
L02328,C04226,P08414,R04642
L02329,C04703,P05975,R04208
L02330,C00848,P07591,R03244
L02331,C07720,P02432,R03492
L02332,C06482,P04475,R05364
L02333,C07171,P03609,R00945
L02334,C05565,P05322,R02091
L02335,C02252,P08593,R03282
L02336,C09906,P02235,R07192
L02337,C03675,P01507,R06680
L02338,C04985,P02509,R04434
L02339,C00925,P08652,R00246
L02340,C06101,P03883,R07459
L02341,C08170,P02128,R05776
L02342,C07909,P06460,R06678
L02343,C03290,P07071,R04759
L02344,C07402,P08697,R04770
L02345,C08907,P09630,R01138
L02346,C02845,P07466,R01487
L02347,C04388,P02022,R09339
L02348,C02095,P06931,R03036
L02349,C00057,P02323,R02017
L02350,C03835,P02835,R08395
L02351,C00967,P07730,R01660
L02352,C07873,P06983,R08856
L02353,C06986,P02269,R00451
L02354,C02063,P06072,R06948
L02355,C04283,P01970,R04722
L02356,C08626,P06971,R05461
L02357,C03400,P09966,R07622
L02358,C05096,P08841,R07283
L02359,C04326,P07858,R01743
L02360,C09905,P05317,R03673
L02361,C03928,P02581,R01139
L02362,C08613,P05167,R04692
L02363,C05432,P09264,R09836
L02364,C04392,P07851,R09282
L02365,C00423,P01932,R06176
L02366,C09414,P07686,R00885
L02367,C01046,P06758,R05644
L02368,C01139,P04978,R02195
L02369,C08053,P00936,R04193
L02370,C02369,P00364,R07194
L02371,C05621,P02762,R08509
L02372,C05802,P07423,R01032
L02373,C05832,P00405,R02793
L02374,C01790,P04765,R03941
L02375,C05629,P04765,R06250
L02376,C09899,P08681,R09475
L02377,C04991,P00419,R02224
L02378,C03785,P00426,R03218
L02379,C05885,P03658,R01149
L02380,C05129,P05710,R07069
L02381,C07963,P07829,R05566
L02382,C03138,P09548,R03628
L02383,C00502,P01796,R09121
L02384,C06348,P03063,R09345
L02385,C02236,P08691,R09516
L02386,C01000,P03076,R00826
L02387,C07316,P01024,R08301
L02388,C09521,P09861,R04582
L02389,C03243,P07865,R05779
L02390,C03628,P07887,R03847
L02391,C00416,P09180,R08144
L02392,C00088,P04844,R06625
L02393,C06337,P00152,R08843
L02394,C08421,P03081,R03320
L02395,C08471,P02045,R06935
L02396,C04124,P02623,R00360
L02397,C07765,P00756,R07292
L02398,C07358,P02641,R02031
L02399,C02129,P00634,R08733
L02400,C01136,P01486,R08366
L02401,C04935,P07494,R02050
L02402,C08947,P04798,R07960
L02403,C02816,P08852,R01988
L02404,C00831,P04834,R04937
L02405,C09266,P08285,R02442
L02406,C09781,P00555,R08579
L02407,C05856,P07665,R02519
L02408,C09472,P01828,R06807
L02409,C04009,P09687,R09795
L02410,C08334,P05950,R04594
L02411,C03038,P06651,R08813
L02412,C03361,P01909,R02445
L02413,C03751,P03357,R02851
L02414,C00374,P07363,R05918
L02415,C08410,P05006,R04921
L02416,C08003,P09429,R00415
L02417,C08106,P06506,R03822
L02418,C05422,P04727,R03567
L02419,C08935,P06635,R03733
L02420,C07461,P02222,R00073
L02421,C01526,P05806,R03867
L02422,C08319,P02909,R09078
L02423,C06288,P00294,R05906
L02424,C07727,P00327,R05265
L02425,C07081,P01378,R08331
L02426,C03758,P04016,R02598
L02427,C09215,P00603,R03686
L02428,C09463,P04553,R09416
L02429,C00484,P09592,R03291
L02430,C00205,P01393,R08617
L02431,C03256,P05426,R08290
L02432,C00215,P05809,R02099
L02433,C09773,P03176,R00483
L02434,C03064,P07462,R06332
L02435,C05900,P04373,R07174
L02436,C03107,P09038,R01941
L02437,C04832,P09738,R03603
L02438,C02086,P07869,R01115
L02439,C04499,P09562,R06045
L02440,C00915,P05686,R04027
L02441,C07549,P01198,R05290
L02442,C09671,P03692,R08394
L02443,C08336,P01122,R01786
L02444,C00556,P06722,R05601
L02445,C05727,P07785,R02503
L02446,C06365,P06333,R08967
L02447,C04007,P04069,R00110
L02448,C05526,P02150,R07586
L02449,C09285,P01925,R00370
L02450,C02140,P05205,R04353
L02451,C01243,P06097,R00182
L02452,C00165,P05074,R02504
L02453,C08443,P07318,R04806
L02454,C06724,P01220,R05850
L02455,C00342,P01133,R02045
L02456,C01127,P04511,R08469
L02457,C04561,P00627,R01397
L02458,C04966,P07791,R05972
L02459,C04398,P01357,R09540
L02460,C04373,P05951,R08511
L02461,C08889,P07789,R00289
L02462,C06792,P07659,R00238
L02463,C08407,P00900,R08731
L02464,C09167,P09098,R01176
L02465,C08046,P01347,R05879
L02466,C08526,P08462,R04590
L02467,C06399,P05077,R07146
L02468,C06440,P01014,R06500
L02469,C07177,P00760,R00553
L02470,C03545,P09116,R03888
L02471,C09801,P01716,R04111
L02472,C03698,P01230,R02030
L02473,C02296,P05987,R02364
L02474,C00365,P02796,R02081
L02475,C01084,P06261,R03821
L02476,C00304,P00149,R00463
L02477,C00071,P00640,R05722
L02478,C05196,P09246,R06929
L02479,C05032,P01257,R03992
L02480,C08692,P05602,R00044
L02481,C00549,P08084,R04246
L02482,C03589,P08567,R08489
L02483,C02890,P07337,R04686
L02484,C02854,P07235,R01392
L02485,C02540,P02475,R05661
L02486,C07905,P02056,R09289
L02487,C07621,P09995,R01468
L02488,C05006,P04117,R05485
L02489,C01390,P08490,R09810
L02490,C05141,P02176,R04281
L02491,C07284,P09707,R02529
L02492,C06505,P06922,R03162
L02493,C07676,P09559,R06795
L02494,C06234,P09990,R00525
L02495,C08983,P06417,R06613
L02496,C08778,P04195,R03476
L02497,C05211,P05053,R05668
L02498,C00941,P03902,R07257
L02499,C05379,P03902,R01333
L02500,C02767,P04829,R09538
L02501,C03283,P02964,R09612
L02502,C01761,P05576,R00398
L02503,C07481,P05382,R02556
L02504,C06764,P06388,R08123
L02505,C01604,P02217,R03537
L02506,C05359,P04204,R01795
L02507,C00109,P08589,R09864
L02508,C04245,P06683,R08992
L02509,C01414,P05136,R08331
L02510,C07021,P02387,R02156
L02511,C07126,P03869,R05811
L02512,C01166,P04416,R08029
L02513,C09877,P02992,R06767
L02514,C01766,P05492,R05561
L02515,C08870,P06529,R02273
L02516,C06785,P02862,R01030
L02517,C04367,P09879,R09731
L02518,C08449,P00667,R03840
L02519,C05983,P00332,R06811
L02520,C06291,P03910,R06835
L02521,C05383,P04165,R00812
L02522,C05392,P02291,R09962
L02523,C08629,P07190,R05162
L02524,C09469,P03746,R09714
L02525,C09407,P00438,R08349
L02526,C07524,P06679,R03318
L02527,C06179,P04326,R04028
L02528,C02824,P09350,R06665
L02529,C00327,P08329,R09832
L02530,C01884,P03213,R07128
L02531,C04749,P00960,R00922
L02532,C05496,P07092,R08607
L02533,C09608,P06531,R01774
L02534,C07384,P03172,R03105
L02535,C02343,P05216,R09596
L02536,C08831,P06445,R08994
L02537,C03568,P03593,R01957
L02538,C05442,P00718,R08621
L02539,C05615,P09175,R02423
L02540,C02681,P09615,R09629
L02541,C05279,P01103,R01741
L02542,C02085,P07780,R03257
L02543,C00813,P05959,R09291
L02544,C01813,P01681,R03620
L02545,C05147,P04671,R00677
L02546,C05289,P01860,R01548
L02547,C06456,P03641,R00995
L02548,C01224,P06263,R01525
L02549,C00007,P03204,R05466
L02550,C08365,P06419,R07573
L02551,C03123,P09740,R02246
L02552,C03228,P06654,R08809
L02553,C08683,P03860,R03306
L02554,C02529,P00531,R09426
L02555,C08226,P01861,R08977
L02556,C04677,P08036,R08353
L02557,C03490,P03917,R01614
L02558,C02470,P02584,R06296
L02559,C01400,P04960,R08554
L02560,C09731,P06052,R07930
L02561,C08053,P03279,R09174
L02562,C05873,P08747,R08566
L02563,C03548,P02620,R09343
L02564,C07893,P04778,R06478
L02565,C03008,P09486,R09347
L02566,C03315,P07823,R07713
L02567,C05533,P02074,R03611
L02568,C01082,P05701,R01440
L02569,C02556,P01927,R08354
L02570,C09591,P03841,R06780
L02571,C08494,P04984,R03519
L02572,C02717,P09164,R07840
L02573,C02617,P07136,R09925
L02574,C09453,P03313,R01675
L02575,C09785,P00413,R01917
L02576,C03800,P07579,R08130
L02577,C01738,P09078,R00794
L02578,C02672,P09006,R03149
L02579,C08682,P03193,R06218
L02580,C08228,P09235,R09332
L02581,C00090,P04500,R05666
L02582,C02098,P00759,R01425
L02583,C02599,P09404,R05236
L02584,C05950,P04861,R02322
L02585,C05726,P09758,R00017
L02586,C00354,P05652,R02112
L02587,C04795,P06265,R06009
L02588,C05465,P05044,R03407
L02589,C04436,P02288,R03716
L02590,C02296,P09913,R03648
L02591,C07079,P07625,R07110
L02592,C04161,P09056,R08629
L02593,C07838,P03181,R02405
L02594,C08450,P07844,R08496
L02595,C07384,P05550,R05385
L02596,C08845,P08854,R06194
L02597,C01140,P03534,R03291
L02598,C08383,P09469,R05291
L02599,C06754,P06857,R04316
L02600,C06708,P08562,R09403
L02601,C07348,P06831,R06518
L02602,C08778,P03705,R01517
L02603,C03800,P00419,R01423
L02604,C06242,P02155,R06547
L02605,C01150,P09879,R07548
L02606,C07843,P04364,R08208
L02607,C01150,P09072,R00561
L02608,C09239,P07010,R06172
L02609,C08595,P04532,R08790
L02610,C05784,P00357,R00253
L02611,C03247,P03988,R04675
L02612,C07452,P07608,R03108
L02613,C06988,P07256,R00888
L02614,C01088,P06626,R06658
L02615,C04470,P07454,R02022
L02616,C07251,P00882,R09695
L02617,C02984,P08633,R08753
L02618,C00436,P05846,R01022
L02619,C03058,P05184,R06220
L02620,C02673,P01135,R07130
L02621,C01583,P02724,R06449
L02622,C04780,P02522,R04260
L02623,C07706,P09703,R04520
L02624,C00981,P03468,R01242
L02625,C02409,P03416,R04442
L02626,C07330,P01501,R08939
L02627,C01889,P07820,R00125
L02628,C04649,P09932,R00150
L02629,C01255,P08284,R08762
L02630,C03130,P00442,R04246
L02631,C00016,P08311,R09508
L02632,C04018,P06799,R03974
L02633,C06541,P01815,R08540
L02634,C02286,P03180,R03825
L02635,C03351,P06883,R00130
L02636,C05831,P04465,R08072
L02637,C04715,P03033,R03162
L02638,C06326,P01723,R05465
L02639,C06810,P06606,R04811
L02640,C07760,P04896,R02101
L02641,C04641,P03086,R01307
L02642,C03714,P05311,R08818
L02643,C02053,P07280,R09754
L02644,C00805,P05937,R08458
L02645,C06676,P00175,R04062
L02646,C06985,P09028,R02914
L02647,C04560,P08217,R07952
L02648,C01083,P00408,R05201
L02649,C08247,P00610,R00897
L02650,C07527,P08975,R01914
L02651,C02089,P05629,R07999
L02652,C05384,P01600,R02591
L02653,C08924,P00216,R03851
L02654,C08464,P08369,R04693
L02655,C00533,P09210,R07296
L02656,C05832,P02202,R09773
L02657,C02170,P03714,R02755
L02658,C09028,P09511,R04977
L02659,C02463,P08760,R02559
L02660,C04880,P00498,R01662
L02661,C08254,P04311,R09295
L02662,C09937,P07576,R03327
L02663,C07752,P00834,R06295
L02664,C06756,P06221,R03529
L02665,C08210,P01634,R05194
L02666,C07750,P03837,R08250
L02667,C03629,P02443,R02548
L02668,C03856,P07553,R06118
L02669,C07340,P03473,R03170
L02670,C08567,P04297,R02659
L02671,C03570,P08053,R09403
L02672,C05901,P05090,R05833
L02673,C00428,P09313,R02619
L02674,C09953,P08620,R01701
L02675,C00223,P05733,R00256
L02676,C07497,P03976,R07624
L02677,C04318,P03036,R01860
L02678,C07028,P02542,R08935
L02679,C06379,P09566,R09566
L02680,C09165,P08563,R01909
L02681,C04409,P09281,R03207
L02682,C07899,P09120,R06525
L02683,C00462,P06375,R05344
L02684,C03748,P09520,R00736
L02685,C07971,P05914,R04398
L02686,C02450,P06098,R04698
L02687,C01726,P06666,R08722
L02688,C07916,P08447,R02491
L02689,C04587,P05877,R05833
L02690,C03515,P07552,R05032
L02691,C09995,P07857,R07438
L02692,C04675,P00658,R01214
L02693,C00437,P00602,R07761
L02694,C06248,P06317,R05428
L02695,C04666,P06805,R03030
L02696,C08491,P00169,R00056
L02697,C08453,P00752,R08598
L02698,C07010,P04138,R04015
L02699,C02234,P02255,R03958
L02700,C00505,P09192,R06963
L02701,C06838,P03078,R07323
L02702,C02942,P00346,R07824
L02703,C02152,P02966,R07509
L02704,C06106,P06697,R00983
L02705,C06105,P06173,R04259
L02706,C00109,P01862,R08380
L02707,C07288,P07109,R04126
L02708,C01618,P03301,R09007
L02709,C01140,P05697,R03120
L02710,C09329,P00977,R04260
L02711,C00906,P01167,R04639
L02712,C00780,P00104,R09236
L02713,C04928,P07486,R09099
L02714,C03656,P00754,R08493
L02715,C02364,P07949,R07196
L02716,C06836,P09742,R03832
L02717,C08659,P02720,R09551
L02718,C05933,P02915,R08652
L02719,C06584,P07284,R04852
L02720,C05875,P09664,R06930
L02721,C05973,P03504,R08937
L02722,C00392,P07181,R03481
L02723,C08538,P08832,R08600
L02724,C06036,P09021,R07327
L02725,C04947,P07818,R01782
L02726,C01657,P08373,R01034
L02727,C00858,P03207,R01163
L02728,C03444,P04827,R03255
L02729,C06583,P09408,R08679
L02730,C09922,P01317,R07184
L02731,C01300,P05643,R05995
L02732,C07677,P06033,R02422
L02733,C08589,P07265,R01111
L02734,C03651,P04127,R05081
L02735,C06883,P07034,R08922
L02736,C08920,P02327,R06866
L02737,C03031,P04550,R09839
L02738,C00969,P07562,R03799
L02739,C09578,P00700,R01867
L02740,C01638,P05655,R02800
L02741,C09867,P05410,R06491
L02742,C08765,P04032,R00961
L02743,C02845,P04310,R01135
L02744,C01212,P05734,R07950
L02745,C04910,P04771,R02335
L02746,C07017,P08509,R02043
L02747,C05728,P00688,R05002
L02748,C04973,P00053,R05042
L02749,C04117,P06001,R02335
L02750,C05387,P09225,R07553
L02751,C00706,P02014,R00256
L02752,C03007,P08479,R01048
L02753,C08912,P04521,R01515
L02754,C09115,P05007,R08749
L02755,C08854,P02682,R03076
L02756,C01755,P09738,R00613
L02757,C09878,P05460,R08335
L02758,C01613,P06700,R06606
L02759,C04429,P08786,R01252
L02760,C03054,P09036,R09048
L02761,C09854,P09063,R01424
L02762,C06947,P03160,R02360
L02763,C01594,P07031,R00225
L02764,C03052,P07639,R07198
L02765,C04876,P09196,R03174
L02766,C07258,P03766,R03602
L02767,C03772,P01965,R06727
L02768,C09611,P03649,R00640
L02769,C00680,P05959,R01695
L02770,C00584,P06091,R02067
L02771,C09105,P08818,R02319
L02772,C06890,P07547,R07387
L02773,C03758,P09121,R02748
L02774,C06562,P09848,R08969
L02775,C09266,P02160,R09811
L02776,C08171,P00264,R07814
L02777,C06463,P07649,R00138
L02778,C03984,P07626,R08085
L02779,C03977,P00348,R00388
L02780,C05934,P00570,R07120
L02781,C01274,P00530,R04815
L02782,C03100,P08981,R09616
L02783,C08812,P05546,R04740
L02784,C04141,P02310,R06795
L02785,C05987,P09646,R08662
L02786,C00270,P06517,R03253
L02787,C04645,P03369,R04329
L02788,C09205,P07369,R01443
L02789,C05600,P07243,R09303
L02790,C08200,P07720,R01230
L02791,C00484,P05623,R04455
L02792,C06303,P02667,R07409
L02793,C01794,P09553,R02212
L02794,C09336,P01627,R02046
L02795,C07626,P06008,R04043
L02796,C06961,P02743,R06279
L02797,C03036,P01081,R01058
L02798,C06075,P02273,R00515
L02799,C07243,P00036,R08728
L02800,C03099,P01786,R05655
L02801,C07847,P03140,R03825
L02802,C01486,P07929,R08836
L02803,C05345,P00557,R09046
L02804,C08824,P03890,R09874
L02805,C09954,P07438,R05507
L02806,C06200,P05918,R05422
L02807,C00521,P05850,R00882
L02808,C08372,P03501,R01567
L02809,C04914,P09674,R04832
