transaction_id,customer_id,project_id,loan_amount_nok,guarantee_amount_nok,currency,transaction_date,status,is_green_project
T00872,C03131,P05846,2823679.32,20145679.03,NOK,2021-09-17,Closed,False
T00873,C02573,P05411,18099407.9,1725679.34,USD,2024-12-31,Active,True
T00874,C01767,P06248,10388692.78,14814040.99,EUR,2025-04-19,Active,False
T00875,C03877,P06037,8810321.77,24003371.35,USD,2022-10-22,Active,False
T00876,C04823,P00681,40264440.85,20944029.4,EUR,2020-04-01,Active,False
T00877,C02869,P03342,39493901.89,14925185.24,USD,2025-10-07,Default,True
T00878,C01561,P02709,23331707.18,21807076.28,EUR,2025-07-03,Closed,True
T00879,C03579,P00444,28947457.52,4163182.23,NOK,2023-10-31,Closed,False
T00880,C00467,P06870,32977399.91,12857583.04,USD,2020-06-11,Closed,True
T00881,C04650,P07896,2808588.44,15404884.39,NOK,2020-01-31,Active,True
T00882,C05295,P09753,3608287.89,13576542.46,EUR,2024-07-03,Closed,False
T00883,C02630,P07548,41320868.0,2608271.96,EUR,2021-11-08,Closed,True
T00884,C08350,P07336,35730944.67,12195703.22,NOK,2023-01-14,Closed,False
T00885,C08253,P06873,20623720.23,20694405.34,NOK,2021-02-21,Default,False
T00886,C03381,P06384,12220552.83,3251636.04,NOK,2020-11-10,Closed,False
T00887,C06175,P02344,30567249.7,6959174.19,USD,2025-04-04,Default,True
T00888,C04004,P08035,26984420.9,19828013.61,NOK,2023-08-05,Active,True
T00889,C06897,P05618,33367834.53,10096252.99,EUR,2021-02-21,Active,False
T00890,C03965,P03043,40477487.27,21462901.22,NOK,2024-09-06,Default,True
T00891,C01498,P09484,28222616.37,14846308.41,NOK,2020-02-10,Active,True
T00892,C06092,P01198,40622021.6,23283376.92,NOK,2025-02-17,Active,False
T00893,C02539,P01115,49653249.33,24594089.89,EUR,2023-02-05,Active,False
T00894,C09436,P07839,36315659.06,526315.77,USD,2023-10-02,Closed,False
T00895,C05589,P06405,1999280.75,3149498.33,NOK,2023-11-10,Closed,False
T00896,C00099,P04934,35010607.57,14268385.02,NOK,2024-09-13,Active,False
T00897,C09296,P01333,16669090.79,15518983.66,NOK,2020-04-23,Default,True
T00898,C05655,P04059,32139937.71,5372783.64,EUR,2023-01-22,Active,True
T00899,C04641,P06622,21854983.63,11961961.9,USD,2025-01-06,Closed,False
T00900,C00273,P06734,9728049.47,13599206.32,USD,2025-05-24,Active,True
T00901,C08987,P07595,9526968.07,1705166.85,EUR,2022-04-09,Active,True
T00902,C09631,P01605,5055297.06,18200091.73,USD,2021-07-02,Default,True
T00903,C04227,P08017,25933999.89,2445253.29,EUR,2022-10-21,Active,True
T00904,C05646,P03862,37936840.12,4338445.27,USD,2024-06-09,Default,True
T00905,C00882,P08004,49748080.18,10643043.65,USD,2025-07-22,Closed,True
T00906,C08412,P08337,26751607.17,5694360.03,EUR,2025-09-20,Default,False
T00907,C07287,P05196,35417779.06,12271703.55,EUR,2024-09-18,Active,False
T00908,C03152,P03790,44521933.17,12537162.61,USD,2021-10-23,Active,True
T00909,C05571,P06683,45030936.04,6025006.34,USD,2020-04-10,Active,False
T00910,C02986,P05647,15151483.96,21346058.5,EUR,2021-04-24,Closed,True
T00911,C00470,P05196,35044745.04,5478328.0,EUR,2024-01-20,Active,False
T00912,C01920,P08655,10352769.52,12552126.39,EUR,2021-11-15,Closed,True
T00913,C07406,P05485,48359116.02,21949721.0,NOK,2025-08-26,Default,False
T00914,C03461,P05433,35903105.04,12317158.44,USD,2021-08-07,Default,True
T00915,C07368,P06687,38831874.51,12412582.84,USD,2025-09-19,Active,False
T00916,C08464,P03186,10091022.63,15234466.02,EUR,2022-03-15,Closed,False
T00917,C07577,P06547,37474332.77,10520253.09,NOK,2025-05-03,Closed,False
T00918,C03175,P00072,2113792.0,16376814.62,USD,2022-11-14,Closed,True
T00919,C07092,P02611,6280855.96,16259338.2,NOK,2023-07-21,Default,True
T00920,C08729,P03414,2409764.06,20055017.26,EUR,2020-08-25,Closed,True
T00921,C05317,P05929,40140246.6,19054961.55,USD,2021-11-21,Default,False
T00922,C01379,P05944,45983399.8,6574822.17,EUR,2020-11-18,Closed,False
T00923,C05123,P06267,36167839.28,12022246.25,USD,2025-08-27,Closed,True
T00924,C08249,P09083,4782837.49,17114605.15,USD,2025-09-14,Active,False
T00925,C04243,P06548,42364593.43,4477377.33,EUR,2021-12-04,Closed,True
T00926,C07684,P00460,2686757.69,11859398.31,NOK,2025-03-26,Closed,False
T00927,C08012,P09030,35995800.87,21952955.24,EUR,2025-09-09,Default,False
T00928,C08838,P03356,12203965.46,3672549.23,NOK,2025-04-29,Active,False
T00929,C04640,P08507,34160139.96,11617061.65,USD,2025-10-01,Default,False
T00930,C07515,P01406,34407302.36,21728580.43,USD,2023-11-05,Closed,True
T00931,C04605,P05925,38636009.57,2788302.45,NOK,2023-08-24,Active,False
T00932,C05364,P00347,34587238.86,20778113.27,EUR,2024-02-26,Default,True
T00933,C06036,P00698,12837706.63,19110919.94,USD,2024-11-01,Default,True
T00934,C00852,P09056,2961207.19,11120204.09,EUR,2022-03-14,Active,False
T00935,C01763,P05165,47896481.11,22436148.85,NOK,2021-09-13,Closed,False
T00936,C02272,P09027,2446150.45,742594.06,USD,2021-04-27,Default,True
T00937,C07554,P00929,32740283.49,19191023.13,USD,2022-11-17,Closed,True
T00938,C09689,P01614,4694789.49,7354659.16,NOK,2020-12-10,Active,False
T00939,C08587,P06253,40749634.81,7174163.54,EUR,2025-02-04,Closed,True
T00940,C03794,P02851,38894943.44,23364569.95,EUR,2023-03-31,Active,False
T00941,C08135,P00894,26099322.43,16928200.15,NOK,2025-01-20,Active,False
T00942,C02687,P05411,39344227.88,17099449.29,USD,2020-10-22,Default,False
T00943,C06587,P01545,29841682.07,14446016.88,NOK,2021-06-19,Active,True
T00944,C06601,P03310,19915575.37,10917651.85,USD,2024-09-27,Default,True
T00945,C08804,P00894,26505163.21,21502385.11,NOK,2025-07-31,Closed,False
T00946,C06626,P04553,18875000.52,10663196.03,NOK,2022-04-23,Closed,True
T00947,C01550,P09219,2499045.5,23936095.97,EUR,2022-07-03,Active,True
T00948,C03325,P05465,16769628.16,9816070.49,USD,2020-02-07,Active,True
T00949,C05292,P00553,4234491.45,14326502.27,USD,2020-09-02,Default,True
T00950,C02935,P04772,44105438.82,14813195.76,NOK,2022-04-21,Closed,False
T00951,C03774,P07937,10846035.36,13841732.08,NOK,2020-12-11,Closed,True
T00952,C00927,P08195,4889945.76,21293019.57,EUR,2020-07-05,Closed,True
T00953,C02766,P01227,25545195.91,6058129.98,USD,2021-07-17,Default,True
T00954,C03663,P03131,1513458.11,3428092.5,NOK,2022-02-23,Active,False
T00955,C09799,P03925,22500004.84,21585356.04,NOK,2021-02-18,Closed,True
T00956,C04750,P05013,36498431.68,4862300.31,USD,2024-07-09,Active,False
T00957,C02282,P03022,34228490.7,23197008.37,NOK,2020-11-09,Closed,False
T00958,C02794,P03611,29845465.37,8724509.66,EUR,2023-09-28,Active,True
T00959,C08024,P06962,41145031.3,21383345.93,EUR,2025-05-23,Default,True
T00960,C04361,P08989,29206136.04,1981037.29,NOK,2025-09-03,Default,False
T00961,C08503,P02226,13686290.44,3991707.8,EUR,2025-10-10,Closed,True
T00962,C02121,P01958,23520890.54,13775595.25,USD,2022-02-08,Active,True
T00963,C08732,P05607,46043603.95,3961698.61,EUR,2022-11-23,Closed,True
T00964,C06149,P01370,27064471.32,7993113.47,EUR,2021-08-31,Closed,True
T00965,C02634,P07668,2761212.87,22854316.54,NOK,2022-08-26,Active,True
T00966,C08665,P05165,13315561.63,5385361.77,NOK,2023-11-01,Default,True
T00967,C04968,P00181,13455014.24,11468111.53,USD,2021-05-26,Closed,True
T00968,C02796,P05843,22750501.78,2795750.67,NOK,2023-02-03,Default,True
T00969,C01704,P08824,32915409.74,19819310.78,NOK,2021-08-26,Active,False
T00970,C04234,P06819,49081680.48,6642697.54,NOK,2020-01-22,Active,True
T00971,C00643,P07989,36361164.83,13979166.7,NOK,2022-03-20,Default,True
T00972,C09573,P03190,48113096.57,3619256.68,NOK,2025-02-03,Closed,True
T00973,C00876,P08227,2597467.07,17698546.61,EUR,2021-08-27,Default,True
T00974,C07466,P01793,34470914.07,8202104.9,NOK,2024-09-03,Active,False
T00975,C05101,P03796,32809260.14,3372274.55,NOK,2023-04-15,Active,True
T00976,C06722,P04284,32416796.68,592599.37,EUR,2022-02-04,Active,False
T00977,C08082,P04227,27786835.59,3000054.69,NOK,2022-04-13,Closed,False
T00978,C03029,P01865,8962336.0,18406929.68,USD,2025-05-31,Active,True
T00979,C00910,P09071,36159709.72,1210827.7,NOK,2023-01-18,Default,False
T00980,C04678,P03279,47742766.5,6654690.13,USD,2024-06-04,Active,False
T00981,C06644,P03585,18554395.51,8889108.07,EUR,2021-07-13,Closed,False
T00982,C05450,P04832,49918469.84,9856199.32,EUR,2023-09-24,Default,False
T00983,C04405,P07034,10323370.8,12452737.61,NOK,2020-12-27,Default,False
T00984,C06771,P00604,11359297.59,19126112.52,USD,2025-09-18,Closed,False
T00985,C07930,P04218,12963231.99,23207529.16,USD,2025-08-20,Default,True
T00986,C00683,P03316,29584753.2,15004963.77,EUR,2024-04-26,Default,False
T00987,C06741,P05107,39464463.35,9073689.84,NOK,2020-02-09,Default,False
T00988,C09501,P07596,9551457.68,1988372.21,EUR,2025-10-12,Active,True
T00989,C00145,P05923,29577516.7,19965180.93,NOK,2020-12-14,Default,False
T00990,C00889,P06967,36741891.76,7386287.13,NOK,2022-11-10,Closed,False
T00991,C01027,P03639,36489156.45,18084643.24,EUR,2022-03-07,Closed,False
T00992,C07068,P01274,8205234.14,9325596.04,NOK,2020-05-30,Closed,True
T00993,C08002,P05907,42845673.76,2512290.74,USD,2020-11-13,Default,False
T00994,C00953,P07715,37025750.66,9547132.97,NOK,2022-12-21,Closed,True
T00995,C08718,P07126,14024950.49,5712456.95,NOK,2023-01-30,Default,True
T00996,C01789,P07703,22092658.47,1019017.39,USD,2020-06-23,Active,False
T00997,C05562,P00156,46185350.36,24569048.64,USD,2021-02-13,Active,False
T00998,C02015,P06825,16532569.95,3925087.5,EUR,2023-11-03,Default,True
T00999,C04864,P04960,28809735.45,11514455.7,USD,2020-08-16,Default,True
T01000,C09583,P06870,48139338.24,21249316.87,USD,2021-02-06,Active,True
T01001,C03734,P03093,10441378.84,8542465.7,NOK,2024-11-13,Active,False
T01002,C02959,P04929,32546102.73,19905173.78,USD,2021-02-04,Closed,True
T01003,C05449,P08610,14966332.73,8660778.9,NOK,2025-03-30,Closed,True
T01004,C08937,P04012,16474601.61,4398753.81,EUR,2022-04-28,Active,True
T01005,C06389,P08060,21099333.54,1172015.35,USD,2022-10-04,Active,False
T01006,C09660,P06080,6447902.7,17488031.1,NOK,2025-05-28,Active,True
T01007,C06090,P08340,7270327.23,10394661.8,NOK,2021-05-06,Closed,False
T01008,C06915,P08559,2600683.82,22591470.43,NOK,2021-08-08,Closed,False
T01009,C04518,P02014,22855365.48,23334634.12,USD,2021-06-22,Active,True
T01010,C01977,P02996,44565496.63,10952364.11,USD,2022-08-01,Active,False
T01011,C09315,P02371,40927597.15,18631954.57,USD,2024-11-27,Default,True
T01012,C01984,P06562,24445392.92,518403.49,NOK,2020-09-16,Closed,False
T01013,C05143,P08642,39454582.86,20389798.26,EUR,2024-02-28,Active,True
T01014,C09424,P04205,42317459.12,19552417.32,EUR,2024-01-04,Closed,False
T01015,C03562,P06660,35528582.2,9959829.74,NOK,2024-09-25,Default,True
T01016,C06255,P04882,45521865.11,13259507.72,EUR,2023-11-14,Default,True
T01017,C00147,P06309,34447061.99,17138839.95,USD,2021-03-02,Active,False
T01018,C05231,P05805,4133216.62,22112415.02,NOK,2024-01-11,Active,True
T01019,C07032,P03610,40711499.82,7179101.01,EUR,2020-07-31,Closed,False
T01020,C00796,P04212,25274180.09,8129745.76,EUR,2024-04-28,Closed,True
T01021,C02287,P01717,49865754.49,19777205.61,USD,2021-03-20,Closed,True
T01022,C08700,P07275,29916310.12,3454619.13,USD,2025-03-27,Active,False
T01023,C08192,P08608,27397877.45,3359450.75,USD,2021-08-18,Default,False
T01024,C04938,P01629,9060938.5,7310720.2,NOK,2021-05-11,Active,True
T01025,C01847,P08509,7732441.23,15711515.5,USD,2020-09-15,Closed,False
T01026,C05169,P02093,7625491.06,21386975.27,EUR,2024-05-17,Default,False
T01027,C08599,P01415,23761974.88,4908546.28,USD,2020-09-17,Default,False
T01028,C09813,P07493,3950133.57,9712940.82,NOK,2020-11-17,Active,True
T01029,C08460,P03536,28302981.12,11328765.71,USD,2020-12-31,Active,False
T01030,C07128,P05540,49269504.11,12565806.19,NOK,2020-04-07,Active,False
T01031,C07594,P05552,47148308.89,16187894.62,EUR,2021-06-28,Active,False
T01032,C07544,P05517,31652253.18,23178186.97,NOK,2025-04-02,Active,False
T01033,C02837,P03893,38167405.31,23711303.41,EUR,2024-08-02,Default,True
T01034,C03336,P01563,32760156.6,22877876.6,NOK,2020-01-25,Active,False
T01035,C06768,P06320,10945425.01,7422410.09,NOK,2024-12-01,Default,True
T01036,C05355,P09384,23513992.34,21285804.45,USD,2020-05-11,Default,False
T01037,C00304,P06995,7718093.11,9201329.36,NOK,2022-04-09,Active,False
T01038,C06499,P03745,16260985.55,17735166.35,USD,2025-02-13,Active,False
T01039,C00691,P09026,6821665.96,5313050.93,NOK,2025-03-08,Closed,True
T01040,C04633,P07143,2940526.3,16977322.26,NOK,2025-09-22,Active,True
T01041,C01253,P06917,16330328.28,13203331.92,USD,2022-04-27,Default,True
T01042,C09929,P06685,2598941.85,23899192.3,EUR,2024-06-16,Closed,True
T01043,C01374,P01474,9646816.11,17072228.68,EUR,2021-06-07,Closed,True
T01044,C07309,P06546,30588242.43,13164675.94,EUR,2020-10-22,Default,False
T01045,C05241,P02102,25468396.72,5475859.45,NOK,2023-05-20,Active,False
T01046,C01620,P04526,44367303.92,24805786.63,EUR,2022-11-08,Active,False
T01047,C01865,P03820,28643933.66,4454285.54,EUR,2020-12-07,Active,True
T01048,C06811,P04714,8543185.51,16300866.14,EUR,2023-04-26,Default,True
T01049,C08541,P07374,33384514.02,24273582.74,EUR,2025-10-27,Default,False
T01050,C08209,P06852,49988264.52,23431156.53,NOK,2023-08-20,Default,True
T01051,C09755,P00211,8668082.34,16811379.09,USD,2023-01-15,Active,True
T01052,C07883,P04540,12548158.43,9679888.65,USD,2020-07-12,Default,True
T01053,C04319,P05196,9826412.03,21660559.19,NOK,2024-05-06,Default,True
T01054,C07539,P07598,36040365.78,7679111.77,NOK,2024-06-07,Active,True
T01055,C08387,P00477,15814452.71,23256178.7,USD,2025-03-30,Closed,False
T01056,C00241,P08013,22013498.07,13683444.51,USD,2021-07-09,Active,False
T01057,C07419,P08472,30899540.69,3663175.13,EUR,2021-06-07,Active,False
T01058,C04452,P05821,43343480.06,21098427.75,USD,2024-07-08,Default,False
T01059,C04833,P07201,22954627.1,24683096.6,NOK,2023-07-29,Default,True
T01060,C04325,P02550,10006635.57,3193888.35,EUR,2024-04-03,Closed,True
T01061,C03334,P04600,10201814.83,8296319.25,NOK,2024-09-16,Active,True
T01062,C05737,P09459,26922394.5,19801272.09,NOK,2023-07-29,Default,True
T01063,C04343,P06547,1094219.4,24811117.48,USD,2021-03-16,Active,False
T01064,C06666,P09837,27247393.71,15421647.61,NOK,2021-04-29,Default,False
T01065,C01886,P04667,28077541.54,14505311.3,NOK,2023-05-16,Default,False
T01066,C07453,P07155,8399870.21,5146323.63,EUR,2022-05-28,Closed,False
T01067,C04482,P00377,8997238.24,12669766.3,EUR,2022-03-27,Default,False
T01068,C04741,P01051,26564171.49,13854007.25,EUR,2021-10-26,Active,True
T01069,C02170,P00733,38616216.23,2931212.22,USD,2021-07-29,Active,True
T01070,C08229,P09431,39811827.38,17727396.71,EUR,2020-02-28,Default,True
T01071,C03798,P07609,10558258.86,13403896.47,USD,2021-02-10,Default,True
T01072,C08171,P02867,41579429.08,21601198.31,NOK,2022-04-21,Default,True
T01073,C08012,P02053,38689080.21,7054745.59,USD,2021-01-08,Active,False
T01074,C06512,P09742,3693535.04,1465078.22,USD,2021-12-31,Default,True
T01075,C00086,P07490,44564060.21,11815332.38,EUR,2021-03-26,Active,True
T01076,C03804,P07046,46517160.22,1224608.24,NOK,2020-09-19,Closed,True
T01077,C02071,P04089,2894035.12,4998374.1,USD,2024-08-17,Active,True
T01078,C09388,P09590,6496493.91,15208251.87,NOK,2020-06-02,Closed,False
T01079,C06902,P01977,19651418.97,672399.06,NOK,2020-10-02,Closed,False
T01080,C07945,P00439,2402969.97,24426537.28,USD,2023-05-08,Active,True
T01081,C04845,P09286,33376982.95,23060970.41,NOK,2021-10-10,Default,True
T01082,C00706,P02517,33051936.72,9279929.64,NOK,2020-06-15,Closed,False
T01083,C08713,P07667,12685782.89,17583965.57,USD,2021-08-01,Active,False
T01084,C05144,P01090,13675275.14,19205803.18,NOK,2020-10-04,Closed,True
T01085,C09017,P01090,30631773.41,14465231.84,EUR,2024-05-03,Closed,True
T01086,C07288,P02514,28091759.17,14039569.53,NOK,2025-04-28,Default,False
T01087,C02944,P06831,36625033.14,19110156.41,EUR,2021-09-09,Default,False
T01088,C08633,P01614,2859340.73,4968655.67,EUR,2022-05-30,Active,False
T01089,C03496,P00422,34626286.0,23158158.79,EUR,2025-07-14,Closed,True
T01090,C09502,P03435,20286909.4,9733611.78,EUR,2022-03-14,Active,True
T01091,C01470,P08557,3190287.4,9387983.36,NOK,2024-09-27,Active,True
T01092,C03484,P02661,36236933.36,15685417.96,NOK,2022-10-23,Closed,True
T01093,C00216,P08384,11554352.51,24166705.1,USD,2023-01-09,Default,True
T01094,C07413,P02338,3193083.65,22101135.63,NOK,2024-08-23,Closed,True
T01095,C00455,P05070,20372489.49,14631339.92,EUR,2024-09-16,Default,True
T01096,C03716,P02039,4190543.51,14963443.33,NOK,2025-02-07,Default,True
T01097,C07300,P06910,42921618.79,5335293.29,EUR,2023-02-18,Closed,False
T01098,C01850,P04445,28423999.91,14361197.66,NOK,2023-04-28,Default,True
T01099,C03338,P02072,14182605.97,23636144.21,EUR,2023-03-17,Default,True
T01100,C06571,P04666,49652940.67,15273605.92,NOK,2025-08-17,Default,False
T01101,C05317,P00762,34270221.47,10538013.28,USD,2024-04-04,Default,False
T01102,C03876,P08542,45473822.87,19437888.47,USD,2022-02-17,Default,False
T01103,C04900,P08353,39637156.32,17662332.22,EUR,2022-10-27,Default,True
T01104,C06178,P02807,23742862.02,10387033.71,NOK,2022-06-21,Active,True
T01105,C02978,P02193,6698382.51,2082099.49,EUR,2021-02-19,Active,False
T01106,C05493,P08787,20751085.67,23069095.15,EUR,2023-03-03,Default,True
T01107,C09826,P04681,38492060.95,16889690.93,EUR,2023-03-22,Closed,False
T01108,C06316,P07481,44393769.06,13395557.95,NOK,2025-04-08,Active,False
T01109,C01339,P00298,24915427.22,20129111.45,NOK,2024-05-18,Default,True
T01110,C03930,P08555,45172089.97,9657810.82,EUR,2023-12-11,Active,False
T01111,C01927,P02484,48880009.72,16916195.21,EUR,2024-11-06,Active,False
T01112,C02423,P05186,49801551.9,8951733.47,NOK,2024-07-06,Closed,False
T01113,C09895,P04012,20407820.62,8702178.38,USD,2024-08-16,Closed,False
T01114,C01630,P00939,49039185.88,21184185.47,NOK,2020-03-21,Default,True
T01115,C01441,P08128,21751750.28,22599706.07,USD,2022-05-21,Default,False
T01116,C02612,P01537,41952934.52,10208813.59,USD,2022-07-27,Closed,False
T01117,C03977,P09541,16358537.63,17265392.11,USD,2023-01-26,Closed,True
T01118,C00771,P03189,28173062.0,23645282.13,EUR,2022-04-13,Default,True
T01119,C09956,P09772,19999332.75,15949185.97,EUR,2022-03-27,Default,False
T01120,C07065,P07517,6051060.07,18126194.11,USD,2020-02-28,Closed,True
T01121,C05154,P06576,2409372.72,14895967.48,EUR,2023-07-04,Active,True
T01122,C05346,P05858,25810931.64,8303014.98,EUR,2023-06-28,Default,True
T01123,C08140,P05542,34913297.41,10190035.68,NOK,2023-06-12,Active,True
T01124,C00160,P00909,37274437.47,11186436.91,USD,2023-09-09,Default,False
T01125,C04102,P00468,12479214.1,4225519.67,EUR,2025-06-01,Closed,False
T01126,C05262,P00388,2792548.18,11956582.21,USD,2025-06-02,Default,True
T01127,C06227,P05424,34426278.11,19166895.95,EUR,2023-05-25,Closed,False
T01128,C05284,P00522,36630776.81,15245334.69,EUR,2024-10-12,Default,False
T01129,C05972,P09040,43960547.15,19508991.85,NOK,2023-10-15,Active,True
T01130,C08376,P00173,3914758.48,21338690.05,EUR,2021-08-08,Default,True
T01131,C08198,P04986,13269345.21,7675978.35,EUR,2022-05-31,Default,False
T01132,C04246,P07353,36288677.27,23058226.88,EUR,2022-01-10,Default,False
T01133,C00746,P00483,34013503.1,1469935.24,USD,2025-07-13,Active,True
T01134,C04779,P07451,7930477.56,5811957.49,EUR,2022-12-07,Active,False
T01135,C06224,P01720,37869240.8,2138402.09,NOK,2022-07-12,Active,True
T01136,C05834,P09918,42985314.21,6296183.13,NOK,2021-12-09,Active,True
T01137,C08020,P04536,37074022.87,9703360.56,EUR,2020-04-05,Active,True
T01138,C09554,P04565,43395637.66,9620946.9,EUR,2024-01-12,Active,True
T01139,C09070,P05466,27185562.77,4674833.16,EUR,2024-07-18,Default,False
T01140,C06474,P00686,22537791.46,3560491.19,USD,2025-07-20,Active,True
T01141,C04104,P04975,35402397.89,3235468.51,NOK,2020-10-19,Active,True
T01142,C02490,P06475,16003797.26,22375997.71,EUR,2024-05-09,Default,True
T01143,C04796,P08211,14438514.76,12220132.62,EUR,2022-07-12,Closed,False
T01144,C07915,P04536,15558334.77,1677827.1,USD,2020-09-18,Active,True
T01145,C00703,P09249,14908823.42,12432535.76,NOK,2021-11-29,Default,True
T01146,C00677,P07882,46746391.83,10837827.79,USD,2021-08-19,Closed,True
T01147,C04998,P05324,26575664.78,13696993.42,USD,2024-01-31,Default,True
T01148,C08348,P01404,19422414.04,6129377.66,EUR,2022-03-07,Closed,False
T01149,C03025,P03338,7822017.38,15181344.77,EUR,2024-09-15,Default,False
T01150,C05602,P06667,45343886.27,4810554.75,USD,2023-07-02,Active,False
T01151,C03804,P05200,12285804.5,23630592.63,NOK,2021-12-08,Default,False
T01152,C00228,P05555,10708198.12,19544823.6,NOK,2022-06-15,Active,True
T01153,C06367,P04265,42032221.54,6345573.09,USD,2020-12-15,Default,False
T01154,C00901,P03394,27592203.68,5362630.99,USD,2021-04-06,Active,True
T01155,C06805,P09056,25029563.04,24246386.55,EUR,2025-08-16,Closed,False
T01156,C07584,P04810,26510732.37,14898598.71,EUR,2024-07-28,Closed,True
T01157,C08852,P04926,32681174.71,23172913.85,EUR,2022-12-21,Closed,False
T01158,C01328,P06273,26742609.3,16171304.65,USD,2021-01-17,Closed,False
T01159,C05242,P09658,16987269.14,18871929.43,USD,2023-04-10,Default,True
T01160,C07061,P02236,13016096.58,22211135.01,NOK,2020-02-02,Default,False
T01161,C08656,P05271,5948436.65,16172536.62,EUR,2025-02-22,Closed,False
T01162,C07748,P04834,3353400.28,2244043.42,EUR,2024-03-09,Active,True
T01163,C07274,P02543,7567760.19,11403102.0,NOK,2025-03-12,Closed,False
T01164,C02165,P08708,14455852.45,1406709.24,EUR,2025-02-15,Default,False
T01165,C02739,P03628,43454703.78,5831305.72,USD,2025-06-06,Active,True
T01166,C03350,P08452,46127498.29,1522887.03,NOK,2022-03-22,Active,False
T01167,C06892,P09771,27814393.69,11139492.2,USD,2025-10-05,Default,False
T01168,C00122,P01087,2955331.16,16868895.52,USD,2024-10-06,Active,False
T01169,C00997,P07297,35643265.94,15598973.75,EUR,2024-01-29,Default,True
T01170,C04716,P04015,39710282.0,8718993.13,EUR,2024-08-16,Active,False
T01171,C03610,P09676,4571516.53,23579916.11,EUR,2023-11-21,Active,True
T01172,C01998,P00757,22111231.12,15354976.05,NOK,2020-06-23,Default,True
T01173,C09170,P01351,43502178.12,3823480.61,EUR,2022-04-11,Closed,False
T01174,C02618,P08234,47677271.8,21315705.67,USD,2022-06-17,Default,False
T01175,C02806,P04142,25930947.38,2343034.4,EUR,2020-02-23,Default,True
T01176,C07497,P00260,8331044.99,23556999.03,EUR,2020-10-19,Active,False
T01177,C01505,P01795,22914012.99,24720758.38,EUR,2025-05-18,Default,True
T01178,C06269,P02392,22764158.51,17237970.05,NOK,2022-08-05,Default,True
T01179,C08811,P08936,29155999.58,9945800.87,USD,2020-07-05,Closed,False
T01180,C04219,P04902,38617561.38,20846735.34,NOK,2023-12-25,Active,True
T01181,C02943,P03803,41876477.85,18509164.3,NOK,2020-10-19,Default,True
T01182,C03330,P02762,16538619.01,3943152.76,USD,2025-06-10,Closed,True
T01183,C04424,P02520,39054140.48,3426944.42,USD,2022-09-22,Default,False
T01184,C06221,P04543,11658848.11,14629504.26,NOK,2020-12-28,Default,False
T01185,C03163,P05981,8338936.88,1053234.22,EUR,2023-06-11,Closed,True
T01186,C05485,P06777,45430519.72,20842249.73,NOK,2022-08-18,Closed,False
T01187,C05286,P00791,21909079.73,4853404.1,NOK,2022-12-29,Closed,False
T01188,C04560,P06118,34419511.09,1180701.54,NOK,2022-07-29,Default,True
T01189,C00823,P06687,6041599.29,17068829.98,USD,2021-01-18,Closed,True
T01190,C05483,P03123,14959024.96,19957443.05,NOK,2024-04-30,Default,True
T01191,C09115,P00935,24349008.9,4133958.88,EUR,2022-08-09,Default,True
T01192,C09624,P07389,36285470.52,3406445.03,USD,2025-02-25,Closed,False
T01193,C02530,P09710,47308902.07,2423247.03,EUR,2024-02-19,Closed,True
T01194,C05718,P02645,21542489.6,5895823.6,NOK,2021-01-14,Closed,False
T01195,C08934,P01037,25287741.94,9820105.93,NOK,2022-12-04,Default,True
T01196,C07982,P00776,47011582.17,1357498.49,EUR,2024-12-16,Default,False
T01197,C02911,P06868,21916570.61,15446403.5,USD,2023-01-08,Default,False
T01198,C04974,P07335,26679278.83,19378490.25,USD,2025-03-05,Closed,True
T01199,C02959,P08752,13211908.2,19472984.1,USD,2023-09-24,Active,True
T01200,C04349,P01754,25554517.65,23933644.5,EUR,2024-04-27,Active,False
T01201,C09865,P05783,18286593.51,16025868.86,NOK,2024-02-13,Active,True
T01202,C09035,P08607,39789962.99,14991492.98,EUR,2023-02-15,Default,False
T01203,C05499,P08580,32486962.37,9611437.42,NOK,2025-03-19,Active,False
T01204,C09921,P07763,21794024.43,4140914.24,EUR,2024-12-31,Active,False
T01205,C00529,P03700,34661731.29,1055819.3,EUR,2024-05-27,Closed,True
T01206,C06998,P07989,29721457.66,21241393.12,USD,2025-03-21,Default,True
T01207,C07978,P04205,11129447.89,17466204.67,USD,2022-09-12,Closed,True
T01208,C01626,P06058,49052335.39,1178040.99,NOK,2022-10-28,Closed,False
T01209,C07348,P07931,24278622.9,5709431.13,EUR,2020-12-30,Closed,False
T01210,C00566,P05852,36960939.86,17290742.59,NOK,2024-06-08,Active,True
T01211,C05237,P00853,7736905.43,22591689.08,USD,2022-02-12,Default,False
T01212,C01235,P08937,46872886.46,14429546.42,NOK,2025-03-12,Active,False
T01213,C05185,P00575,4443059.37,6017612.12,USD,2020-08-15,Active,True
T01214,C06843,P04041,44367742.12,19287758.47,USD,2021-04-27,Active,True
T01215,C01547,P02416,41340735.32,15537610.92,NOK,2023-06-03,Active,False
T01216,C02218,P06360,44450578.32,18116956.77,USD,2025-08-19,Closed,False
T01217,C05892,P05932,22133833.25,21492203.28,EUR,2021-05-03,Default,False
T01218,C00329,P06066,36875564.93,4516472.71,USD,2021-01-15,Active,False
T01219,C06162,P05413,17805634.79,1266246.31,NOK,2024-10-10,Closed,False
