project_id,name,category,green_certified
P02509,Smart Grid Installation,Energy,True
P02510,Fertilizer Plant Upgrade,Chemicals,False
P02511,Carbon Capture Installation,Energy,True
P02512,Fertilizer Plant Upgrade,Chemicals,False
P02513,Automated Quality Inspection,Certification,False
P02514,Electric Maritime Vessel,Maritime,True
P02515,Smart Grid Installation,Energy,True
P02516,Automated Quality Inspection,Certification,False
P02517,Green Steel Plant,Metals,True
P02518,Offshore Wind Turbine Delivery,Renewable Energy,True
P02519,Carbon Capture Installation,Energy,True
P02520,Offshore Wind Turbine Delivery,Renewable Energy,True
P02521,Carbon Capture Installation,Energy,True
P02522,Electric Maritime Vessel,Maritime,True
P02523,Hydro Power Expansion,Energy,True
P02524,Carbon Capture Installation,Energy,True
P02525,Carbon Capture Installation,Energy,True
P02526,Smart Grid Installation,Energy,True
P02527,Offshore Wind Turbine Delivery,Renewable Energy,True
P02528,Fertilizer Plant Upgrade,Chemicals,False
P02529,Automated Quality Inspection,Certification,False
P02530,Hydro Power Expansion,Energy,True
P02531,Carbon Capture Installation,Energy,True
P02532,Green Steel Plant,Metals,True
P02533,Hydro Power Expansion,Energy,True
P02534,Automated Quality Inspection,Certification,False
P02535,Defense System Export to Poland,Defense,False
P02536,Defense System Export to Poland,Defense,False
P02537,Defense System Export to Poland,Defense,False
P02538,Fertilizer Plant Upgrade,Chemicals,False
P02539,Fertilizer Plant Upgrade,Chemicals,False
P02540,Hydro Power Expansion,Energy,True
P02541,Offshore Wind Turbine Delivery,Renewable Energy,True
P02542,Hydro Power Expansion,Energy,True
P02543,Green Steel Plant,Metals,True
P02544,Automated Quality Inspection,Certification,False
P02545,Green Steel Plant,Metals,True
P02546,Offshore Wind Turbine Delivery,Renewable Energy,True
P02547,Smart Grid Installation,Energy,True
P02548,Electric Maritime Vessel,Maritime,True
P02549,Defense System Export to Poland,Defense,False
P02550,Hydro Power Expansion,Energy,True
P02551,Defense System Export to Poland,Defense,False
P02552,Fertilizer Plant Upgrade,Chemicals,False
P02553,Hydro Power Expansion,Energy,True
P02554,Electric Maritime Vessel,Maritime,True
P02555,Industrial Robotics Export,Technology,False
P02556,Industrial Robotics Export,Technology,False
P02557,Industrial Robotics Export,Technology,False
P02558,Defense System Export to Poland,Defense,False
P02559,Carbon Capture Installation,Energy,True
P02560,Hydro Power Expansion,Energy,True
P02561,Electric Maritime Vessel,Maritime,True
P02562,Smart Grid Installation,Energy,True
P02563,Fertilizer Plant Upgrade,Chemicals,False
P02564,Electric Maritime Vessel,Maritime,True
P02565,Automated Quality Inspection,Certification,False
P02566,Green Steel Plant,Metals,True
P02567,Carbon Capture Installation,Energy,True
P02568,Defense System Export to Poland,Defense,False
P02569,Offshore Wind Turbine Delivery,Renewable Energy,True
P02570,Carbon Capture Installation,Energy,True
P02571,Offshore Wind Turbine Delivery,Renewable Energy,True
P02572,Hydro Power Expansion,Energy,True
P02573,Defense System Export to Poland,Defense,False
P02574,Green Steel Plant,Metals,True
P02575,Industrial Robotics Export,Technology,False
P02576,Defense System Export to Poland,Defense,False
P02577,Carbon Capture Installation,Energy,True
P02578,Offshore Wind Turbine Delivery,Renewable Energy,True
P02579,Carbon Capture Installation,Energy,True
P02580,Carbon Capture Installation,Energy,True
P02581,Hydro Power Expansion,Energy,True
P02582,Hydro Power Expansion,Energy,True
P02583,Defense System Export to Poland,Defense,False
P02584,Smart Grid Installation,Energy,True
P02585,Smart Grid Installation,Energy,True
P02586,Carbon Capture Installation,Energy,True
P02587,Hydro Power Expansion,Energy,True
P02588,Hydro Power Expansion,Energy,True
P02589,Industrial Robotics Export,Technology,False
P02590,Carbon Capture Installation,Energy,True
P02591,Automated Quality Inspection,Certification,False
P02592,Automated Quality Inspection,Certification,False
P02593,Automated Quality Inspection,Certification,False
P02594,Defense System Export to Poland,Defense,False
P02595,Defense System Export to Poland,Defense,False
P02596,Hydro Power Expansion,Energy,True
P02597,Carbon Capture Installation,Energy,True
P02598,Fertilizer Plant Upgrade,Chemicals,False
P02599,Carbon Capture Installation,Energy,True
P02600,Offshore Wind Turbine Delivery,Renewable Energy,True
P02601,Offshore Wind Turbine Delivery,Renewable Energy,True
P02602,Fertilizer Plant Upgrade,Chemicals,False
P02603,Defense System Export to Poland,Defense,False
P02604,Electric Maritime Vessel,Maritime,True
P02605,Smart Grid Installation,Energy,True
P02606,Smart Grid Installation,Energy,True
P02607,Green Steel Plant,Metals,True
P02608,Fertilizer Plant Upgrade,Chemicals,False
P02609,Automated Quality Inspection,Certification,False
P02610,Offshore Wind Turbine Delivery,Renewable Energy,True
P02611,Defense System Export to Poland,Defense,False
P02612,Smart Grid Installation,Energy,True
P02613,Fertilizer Plant Upgrade,Chemicals,False
P02614,Smart Grid Installation,Energy,True
P02615,Offshore Wind Turbine Delivery,Renewable Energy,True
P02616,Green Steel Plant,Metals,True
P02617,Defense System Export to Poland,Defense,False
P02618,Hydro Power Expansion,Energy,True
P02619,Carbon Capture Installation,Energy,True
P02620,Automated Quality Inspection,Certification,False
P02621,Carbon Capture Installation,Energy,True
P02622,Offshore Wind Turbine Delivery,Renewable Energy,True
P02623,Defense System Export to Poland,Defense,False
P02624,Carbon Capture Installation,Energy,True
P02625,Defense System Export to Poland,Defense,False
P02626,Hydro Power Expansion,Energy,True
P02627,Smart Grid Installation,Energy,True
P02628,Electric Maritime Vessel,Maritime,True
P02629,Green Steel Plant,Metals,True
P02630,Carbon Capture Installation,Energy,True
P02631,Carbon Capture Installation,Energy,True
P02632,Offshore Wind Turbine Delivery,Renewable Energy,True
P02633,Smart Grid Installation,Energy,True
P02634,Industrial Robotics Export,Technology,False
P02635,Smart Grid Installation,Energy,True
P02636,Carbon Capture Installation,Energy,True
P02637,Defense System Export to Poland,Defense,False
P02638,Fertilizer Plant Upgrade,Chemicals,False
P02639,Electric Maritime Vessel,Maritime,True
P02640,Offshore Wind Turbine Delivery,Renewable Energy,True
P02641,Hydro Power Expansion,Energy,True
P02642,Hydro Power Expansion,Energy,True
P02643,Hydro Power Expansion,Energy,True
P02644,Industrial Robotics Export,Technology,False
P02645,Electric Maritime Vessel,Maritime,True
P02646,Offshore Wind Turbine Delivery,Renewable Energy,True
P02647,Offshore Wind Turbine Delivery,Renewable Energy,True
P02648,Hydro Power Expansion,Energy,True
P02649,Automated Quality Inspection,Certification,False
P02650,Carbon Capture Installation,Energy,True
P02651,Fertilizer Plant Upgrade,Chemicals,False
P02652,Automated Quality Inspection,Certification,False
P02653,Offshore Wind Turbine Delivery,Renewable Energy,True
P02654,Offshore Wind Turbine Delivery,Renewable Energy,True
P02655,Smart Grid Installation,Energy,True
P02656,Carbon Capture Installation,Energy,True
P02657,Automated Quality Inspection,Certification,False
P02658,Smart Grid Installation,Energy,True
P02659,Smart Grid Installation,Energy,True
P02660,Offshore Wind Turbine Delivery,Renewable Energy,True
P02661,Industrial Robotics Export,Technology,False
P02662,Smart Grid Installation,Energy,True
P02663,Fertilizer Plant Upgrade,Chemicals,False
P02664,Offshore Wind Turbine Delivery,Renewable Energy,True
P02665,Electric Maritime Vessel,Maritime,True
P02666,Automated Quality Inspection,Certification,False
P02667,Electric Maritime Vessel,Maritime,True
P02668,Electric Maritime Vessel,Maritime,True
P02669,Smart Grid Installation,Energy,True
P02670,Automated Quality Inspection,Certification,False
P02671,Fertilizer Plant Upgrade,Chemicals,False
P02672,Fertilizer Plant Upgrade,Chemicals,False
P02673,Carbon Capture Installation,Energy,True
P02674,Industrial Robotics Export,Technology,False
P02675,Green Steel Plant,Metals,True
P02676,Industrial Robotics Export,Technology,False
P02677,Defense System Export to Poland,Defense,False
P02678,Hydro Power Expansion,Energy,True
P02679,Fertilizer Plant Upgrade,Chemicals,False
P02680,Smart Grid Installation,Energy,True
P02681,Hydro Power Expansion,Energy,True
P02682,Smart Grid Installation,Energy,True
P02683,Fertilizer Plant Upgrade,Chemicals,False
P02684,Fertilizer Plant Upgrade,Chemicals,False
P02685,Smart Grid Installation,Energy,True
P02686,Fertilizer Plant Upgrade,Chemicals,False
P02687,Automated Quality Inspection,Certification,False
P02688,Electric Maritime Vessel,Maritime,True
P02689,Hydro Power Expansion,Energy,True
P02690,Defense System Export to Poland,Defense,False
P02691,Green Steel Plant,Metals,True
P02692,Defense System Export to Poland,Defense,False
P02693,Industrial Robotics Export,Technology,False
P02694,Defense System Export to Poland,Defense,False
P02695,Smart Grid Installation,Energy,True
P02696,Green Steel Plant,Metals,True
P02697,Defense System Export to Poland,Defense,False
P02698,Fertilizer Plant Upgrade,Chemicals,False
P02699,Defense System Export to Poland,Defense,False
P02700,Industrial Robotics Export,Technology,False
P02701,Carbon Capture Installation,Energy,True
P02702,Industrial Robotics Export,Technology,False
P02703,Electric Maritime Vessel,Maritime,True
P02704,Smart Grid Installation,Energy,True
P02705,Electric Maritime Vessel,Maritime,True
P02706,Industrial Robotics Export,Technology,False
P02707,Hydro Power Expansion,Energy,True
P02708,Fertilizer Plant Upgrade,Chemicals,False
P02709,Carbon Capture Installation,Energy,True
P02710,Fertilizer Plant Upgrade,Chemicals,False
P02711,Defense System Export to Poland,Defense,False
P02712,Carbon Capture Installation,Energy,True
P02713,Smart Grid Installation,Energy,True
P02714,Offshore Wind Turbine Delivery,Renewable Energy,True
P02715,Smart Grid Installation,Energy,True
P02716,Carbon Capture Installation,Energy,True
P02717,Fertilizer Plant Upgrade,Chemicals,False
P02718,Automated Quality Inspection,Certification,False
P02719,Smart Grid Installation,Energy,True
P02720,Fertilizer Plant Upgrade,Chemicals,False
P02721,Carbon Capture Installation,Energy,True
P02722,Defense System Export to Poland,Defense,False
P02723,Smart Grid Installation,Energy,True
P02724,Carbon Capture Installation,Energy,True
P02725,Fertilizer Plant Upgrade,Chemicals,False
P02726,Electric Maritime Vessel,Maritime,True
P02727,Hydro Power Expansion,Energy,True
P02728,Offshore Wind Turbine Delivery,Renewable Energy,True
P02729,Electric Maritime Vessel,Maritime,True
P02730,Automated Quality Inspection,Certification,False
P02731,Fertilizer Plant Upgrade,Chemicals,False
P02732,Automated Quality Inspection,Certification,False
P02733,Green Steel Plant,Metals,True
P02734,Industrial Robotics Export,Technology,False
P02735,Automated Quality Inspection,Certification,False
P02736,Carbon Capture Installation,Energy,True
P02737,Electric Maritime Vessel,Maritime,True
P02738,Automated Quality Inspection,Certification,False
P02739,Offshore Wind Turbine Delivery,Renewable Energy,True
P02740,Electric Maritime Vessel,Maritime,True
P02741,Fertilizer Plant Upgrade,Chemicals,False
P02742,Industrial Robotics Export,Technology,False
P02743,Green Steel Plant,Metals,True
P02744,Defense System Export to Poland,Defense,False
P02745,Industrial Robotics Export,Technology,False
P02746,Electric Maritime Vessel,Maritime,True
P02747,Automated Quality Inspection,Certification,False
P02748,Smart Grid Installation,Energy,True
P02749,Fertilizer Plant Upgrade,Chemicals,False
P02750,Automated Quality Inspection,Certification,False
P02751,Industrial Robotics Export,Technology,False
P02752,Hydro Power Expansion,Energy,True
P02753,Smart Grid Installation,Energy,True
P02754,Defense System Export to Poland,Defense,False
P02755,Hydro Power Expansion,Energy,True
P02756,Carbon Capture Installation,Energy,True
P02757,Automated Quality Inspection,Certification,False
P02758,Carbon Capture Installation,Energy,True
P02759,Offshore Wind Turbine Delivery,Renewable Energy,True
P02760,Smart Grid Installation,Energy,True
P02761,Automated Quality Inspection,Certification,False
P02762,Offshore Wind Turbine Delivery,Renewable Energy,True
P02763,Carbon Capture Installation,Energy,True
P02764,Defense System Export to Poland,Defense,False
P02765,Fertilizer Plant Upgrade,Chemicals,False
P02766,Fertilizer Plant Upgrade,Chemicals,False
P02767,Green Steel Plant,Metals,True
P02768,Carbon Capture Installation,Energy,True
P02769,Electric Maritime Vessel,Maritime,True
P02770,Automated Quality Inspection,Certification,False
P02771,Hydro Power Expansion,Energy,True
P02772,Industrial Robotics Export,Technology,False
P02773,Carbon Capture Installation,Energy,True
P02774,Automated Quality Inspection,Certification,False
P02775,Industrial Robotics Export,Technology,False
P02776,Smart Grid Installation,Energy,True
P02777,Electric Maritime Vessel,Maritime,True
P02778,Defense System Export to Poland,Defense,False
P02779,Fertilizer Plant Upgrade,Chemicals,False
P02780,Automated Quality Inspection,Certification,False
P02781,Hydro Power Expansion,Energy,True
P02782,Carbon Capture Installation,Energy,True
P02783,Defense System Export to Poland,Defense,False
P02784,Industrial Robotics Export,Technology,False
P02785,Offshore Wind Turbine Delivery,Renewable Energy,True
P02786,Green Steel Plant,Metals,True
P02787,Industrial Robotics Export,Technology,False
P02788,Smart Grid Installation,Energy,True
P02789,Offshore Wind Turbine Delivery,Renewable Energy,True
P02790,Electric Maritime Vessel,Maritime,True
P02791,Hydro Power Expansion,Energy,True
P02792,Offshore Wind Turbine Delivery,Renewable Energy,True
P02793,Industrial Robotics Export,Technology,False
P02794,Industrial Robotics Export,Technology,False
P02795,Green Steel Plant,Metals,True
P02796,Hydro Power Expansion,Energy,True
P02797,Electric Maritime Vessel,Maritime,True
P02798,Automated Quality Inspection,Certification,False
P02799,Hydro Power Expansion,Energy,True
P02800,Green Steel Plant,Metals,True
P02801,Offshore Wind Turbine Delivery,Renewable Energy,True
P02802,Offshore Wind Turbine Delivery,Renewable Energy,True
P02803,Electric Maritime Vessel,Maritime,True
P02804,Fertilizer Plant Upgrade,Chemicals,False
P02805,Defense System Export to Poland,Defense,False
P02806,Industrial Robotics Export,Technology,False
P02807,Offshore Wind Turbine Delivery,Renewable Energy,True
P02808,Defense System Export to Poland,Defense,False
P02809,Smart Grid Installation,Energy,True
P02810,Electric Maritime Vessel,Maritime,True
P02811,Automated Quality Inspection,Certification,False
P02812,Electric Maritime Vessel,Maritime,True
P02813,Offshore Wind Turbine Delivery,Renewable Energy,True
P02814,Smart Grid Installation,Energy,True
P02815,Defense System Export to Poland,Defense,False
P02816,Industrial Robotics Export,Technology,False
P02817,Hydro Power Expansion,Energy,True
P02818,Offshore Wind Turbine Delivery,Renewable Energy,True
P02819,Smart Grid Installation,Energy,True
P02820,Defense System Export to Poland,Defense,False
P02821,Smart Grid Installation,Energy,True
P02822,Industrial Robotics Export,Technology,False
P02823,Automated Quality Inspection,Certification,False
P02824,Industrial Robotics Export,Technology,False
P02825,Hydro Power Expansion,Energy,True
P02826,Green Steel Plant,Metals,True
P02827,Smart Grid Installation,Energy,True
P02828,Defense System Export to Poland,Defense,False
P02829,Fertilizer Plant Upgrade,Chemicals,False
P02830,Electric Maritime Vessel,Maritime,True
P02831,Fertilizer Plant Upgrade,Chemicals,False
P02832,Green Steel Plant,Metals,True
P02833,Carbon Capture Installation,Energy,True
P02834,Smart Grid Installation,Energy,True
P02835,Automated Quality Inspection,Certification,False
P02836,Industrial Robotics Export,Technology,False
P02837,Electric Maritime Vessel,Maritime,True
P02838,Industrial Robotics Export,Technology,False
P02839,Automated Quality Inspection,Certification,False
P02840,Industrial Robotics Export,Technology,False
P02841,Industrial Robotics Export,Technology,False
P02842,Offshore Wind Turbine Delivery,Renewable Energy,True
P02843,Smart Grid Installation,Energy,True
P02844,Carbon Capture Installation,Energy,True
P02845,Industrial Robotics Export,Technology,False
P02846,Fertilizer Plant Upgrade,Chemicals,False
P02847,Green Steel Plant,Metals,True
P02848,Automated Quality Inspection,Certification,False
P02849,Automated Quality Inspection,Certification,False
P02850,Smart Grid Installation,Energy,True
P02851,Carbon Capture Installation,Energy,True
P02852,Fertilizer Plant Upgrade,Chemicals,False
P02853,Automated Quality Inspection,Certification,False
P02854,Defense System Export to Poland,Defense,False
P02855,Automated Quality Inspection,Certification,False
P02856,Electric Maritime Vessel,Maritime,True
P02857,Green Steel Plant,Metals,True
P02858,Green Steel Plant,Metals,True
P02859,Electric Maritime Vessel,Maritime,True
P02860,Green Steel Plant,Metals,True
P02861,Offshore Wind Turbine Delivery,Renewable Energy,True
P02862,Electric Maritime Vessel,Maritime,True
P02863,Electric Maritime Vessel,Maritime,True
P02864,Defense System Export to Poland,Defense,False
P02865,Offshore Wind Turbine Delivery,Renewable Energy,True
P02866,Green Steel Plant,Metals,True
P02867,Green Steel Plant,Metals,True
P02868,Electric Maritime Vessel,Maritime,True
P02869,Electric Maritime Vessel,Maritime,True
P02870,Automated Quality Inspection,Certification,False
P02871,Offshore Wind Turbine Delivery,Renewable Energy,True
P02872,Industrial Robotics Export,Technology,False
P02873,Carbon Capture Installation,Energy,True
P02874,Green Steel Plant,Metals,True
P02875,Offshore Wind Turbine Delivery,Renewable Energy,True
P02876,Green Steel Plant,Metals,True
P02877,Offshore Wind Turbine Delivery,Renewable Energy,True
P02878,Fertilizer Plant Upgrade,Chemicals,False
P02879,Electric Maritime Vessel,Maritime,True
P02880,Electric Maritime Vessel,Maritime,True
P02881,Hydro Power Expansion,Energy,True
P02882,Defense System Export to Poland,Defense,False
P02883,Defense System Export to Poland,Defense,False
P02884,Automated Quality Inspection,Certification,False
P02885,Electric Maritime Vessel,Maritime,True
P02886,Industrial Robotics Export,Technology,False
P02887,Carbon Capture Installation,Energy,True
P02888,Fertilizer Plant Upgrade,Chemicals,False
P02889,Automated Quality Inspection,Certification,False
P02890,Hydro Power Expansion,Energy,True
P02891,Electric Maritime Vessel,Maritime,True
P02892,Defense System Export to Poland,Defense,False
P02893,Electric Maritime Vessel,Maritime,True
P02894,Industrial Robotics Export,Technology,False
P02895,Offshore Wind Turbine Delivery,Renewable Energy,True
P02896,Defense System Export to Poland,Defense,False
P02897,Green Steel Plant,Metals,True
P02898,Offshore Wind Turbine Delivery,Renewable Energy,True
P02899,Electric Maritime Vessel,Maritime,True
P02900,Industrial Robotics Export,Technology,False
P02901,Smart Grid Installation,Energy,True
P02902,Defense System Export to Poland,Defense,False
P02903,Green Steel Plant,Metals,True
P02904,Smart Grid Installation,Energy,True
P02905,Fertilizer Plant Upgrade,Chemicals,False
P02906,Fertilizer Plant Upgrade,Chemicals,False
P02907,Industrial Robotics Export,Technology,False
P02908,Smart Grid Installation,Energy,True
P02909,Offshore Wind Turbine Delivery,Renewable Energy,True
P02910,Offshore Wind Turbine Delivery,Renewable Energy,True
P02911,Industrial Robotics Export,Technology,False
P02912,Carbon Capture Installation,Energy,True
P02913,Smart Grid Installation,Energy,True
P02914,Electric Maritime Vessel,Maritime,True
P02915,Smart Grid Installation,Energy,True
P02916,Carbon Capture Installation,Energy,True
P02917,Offshore Wind Turbine Delivery,Renewable Energy,True
P02918,Automated Quality Inspection,Certification,False
P02919,Automated Quality Inspection,Certification,False
P02920,Green Steel Plant,Metals,True
P02921,Carbon Capture Installation,Energy,True
P02922,Green Steel Plant,Metals,True
P02923,Fertilizer Plant Upgrade,Chemicals,False
P02924,Industrial Robotics Export,Technology,False
P02925,Industrial Robotics Export,Technology,False
P02926,Defense System Export to Poland,Defense,False
P02927,Green Steel Plant,Metals,True
P02928,Defense System Export to Poland,Defense,False
P02929,Carbon Capture Installation,Energy,True
P02930,Fertilizer Plant Upgrade,Chemicals,False
P02931,Carbon Capture Installation,Energy,True
P02932,Hydro Power Expansion,Energy,True
P02933,Offshore Wind Turbine Delivery,Renewable Energy,True
P02934,Green Steel Plant,Metals,True
P02935,Fertilizer Plant Upgrade,Chemicals,False
P02936,Smart Grid Installation,Energy,True
P02937,Carbon Capture Installation,Energy,True
P02938,Carbon Capture Installation,Energy,True
P02939,Smart Grid Installation,Energy,True
P02940,Defense System Export to Poland,Defense,False
P02941,Smart Grid Installation,Energy,True
P02942,Defense System Export to Poland,Defense,False
P02943,Automated Quality Inspection,Certification,False
P02944,Green Steel Plant,Metals,True
P02945,Industrial Robotics Export,Technology,False
P02946,Offshore Wind Turbine Delivery,Renewable Energy,True
P02947,Defense System Export to Poland,Defense,False
P02948,Offshore Wind Turbine Delivery,Renewable Energy,True
P02949,Offshore Wind Turbine Delivery,Renewable Energy,True
P02950,Defense System Export to Poland,Defense,False
P02951,Industrial Robotics Export,Technology,False
P02952,Electric Maritime Vessel,Maritime,True
P02953,Automated Quality Inspection,Certification,False
P02954,Smart Grid Installation,Energy,True
P02955,Fertilizer Plant Upgrade,Chemicals,False
P02956,Electric Maritime Vessel,Maritime,True
P02957,Green Steel Plant,Metals,True
P02958,Smart Grid Installation,Energy,True
P02959,Defense System Export to Poland,Defense,False
P02960,Green Steel Plant,Metals,True
P02961,Automated Quality Inspection,Certification,False
P02962,Fertilizer Plant Upgrade,Chemicals,False
P02963,Automated Quality Inspection,Certification,False
P02964,Green Steel Plant,Metals,True
P02965,Green Steel Plant,Metals,True
P02966,Defense System Export to Poland,Defense,False
P02967,Automated Quality Inspection,Certification,False
P02968,Automated Quality Inspection,Certification,False
P02969,Defense System Export to Poland,Defense,False
P02970,Green Steel Plant,Metals,True
P02971,Industrial Robotics Export,Technology,False
P02972,Industrial Robotics Export,Technology,False
P02973,Electric Maritime Vessel,Maritime,True
P02974,Hydro Power Expansion,Energy,True
P02975,Defense System Export to Poland,Defense,False
P02976,Green Steel Plant,Metals,True
P02977,Hydro Power Expansion,Energy,True
P02978,Industrial Robotics Export,Technology,False
P02979,Carbon Capture Installation,Energy,True
P02980,Carbon Capture Installation,Energy,True
P02981,Electric Maritime Vessel,Maritime,True
P02982,Fertilizer Plant Upgrade,Chemicals,False
P02983,Smart Grid Installation,Energy,True
P02984,Carbon Capture Installation,Energy,True
P02985,Green Steel Plant,Metals,True
P02986,Hydro Power Expansion,Energy,True
P02987,Offshore Wind Turbine Delivery,Renewable Energy,True
P02988,Hydro Power Expansion,Energy,True
P02989,Green Steel Plant,Metals,True
P02990,Automated Quality Inspection,Certification,False
P02991,Industrial Robotics Export,Technology,False
P02992,Hydro Power Expansion,Energy,True
P02993,Defense System Export to Poland,Defense,False
P02994,Fertilizer Plant Upgrade,Chemicals,False
P02995,Automated Quality Inspection,Certification,False
P02996,Hydro Power Expansion,Energy,True
P02997,Offshore Wind Turbine Delivery,Renewable Energy,True
P02998,Hydro Power Expansion,Energy,True
P02999,Smart Grid Installation,Energy,True
P03000,Smart Grid Installation,Energy,True
P03001,Offshore Wind Turbine Delivery,Renewable Energy,True
P03002,Smart Grid Installation,Energy,True
P03003,Automated Quality Inspection,Certification,False
P03004,Industrial Robotics Export,Technology,False
P03005,Automated Quality Inspection,Certification,False
P03006,Electric Maritime Vessel,Maritime,True
P03007,Electric Maritime Vessel,Maritime,True
P03008,Fertilizer Plant Upgrade,Chemicals,False
P03009,Green Steel Plant,Metals,True
P03010,Carbon Capture Installation,Energy,True
P03011,Automated Quality Inspection,Certification,False
P03012,Green Steel Plant,Metals,True
P03013,Offshore Wind Turbine Delivery,Renewable Energy,True
P03014,Green Steel Plant,Metals,True
P03015,Offshore Wind Turbine Delivery,Renewable Energy,True
P03016,Smart Grid Installation,Energy,True
P03017,Electric Maritime Vessel,Maritime,True
P03018,Automated Quality Inspection,Certification,False
P03019,Green Steel Plant,Metals,True
P03020,Offshore Wind Turbine Delivery,Renewable Energy,True
P03021,Green Steel Plant,Metals,True
P03022,Hydro Power Expansion,Energy,True
P03023,Smart Grid Installation,Energy,True
P03024,Fertilizer Plant Upgrade,Chemicals,False
P03025,Defense System Export to Poland,Defense,False
P03026,Offshore Wind Turbine Delivery,Renewable Energy,True
P03027,Carbon Capture Installation,Energy,True
P03028,Hydro Power Expansion,Energy,True
P03029,Defense System Export to Poland,Defense,False
P03030,Hydro Power Expansion,Energy,True
P03031,Green Steel Plant,Metals,True
P03032,Defense System Export to Poland,Defense,False
P03033,Hydro Power Expansion,Energy,True
P03034,Automated Quality Inspection,Certification,False
P03035,Automated Quality Inspection,Certification,False
P03036,Fertilizer Plant Upgrade,Chemicals,False
P03037,Electric Maritime Vessel,Maritime,True
P03038,Offshore Wind Turbine Delivery,Renewable Energy,True
P03039,Fertilizer Plant Upgrade,Chemicals,False
P03040,Offshore Wind Turbine Delivery,Renewable Energy,True
P03041,Industrial Robotics Export,Technology,False
P03042,Green Steel Plant,Metals,True
P03043,Offshore Wind Turbine Delivery,Renewable Energy,True
P03044,Defense System Export to Poland,Defense,False
P03045,Green Steel Plant,Metals,True
P03046,Carbon Capture Installation,Energy,True
P03047,Carbon Capture Installation,Energy,True
P03048,Defense System Export to Poland,Defense,False
P03049,Automated Quality Inspection,Certification,False
P03050,Industrial Robotics Export,Technology,False
P03051,Hydro Power Expansion,Energy,True
P03052,Industrial Robotics Export,Technology,False
P03053,Electric Maritime Vessel,Maritime,True
P03054,Defense System Export to Poland,Defense,False
P03055,Electric Maritime Vessel,Maritime,True
P03056,Automated Quality Inspection,Certification,False
P03057,Hydro Power Expansion,Energy,True
P03058,Defense System Export to Poland,Defense,False
P03059,Green Steel Plant,Metals,True
P03060,Automated Quality Inspection,Certification,False
P03061,Defense System Export to Poland,Defense,False
P03062,Fertilizer Plant Upgrade,Chemicals,False
P03063,Automated Quality Inspection,Certification,False
P03064,Industrial Robotics Export,Technology,False
P03065,Smart Grid Installation,Energy,True
P03066,Electric Maritime Vessel,Maritime,True
P03067,Electric Maritime Vessel,Maritime,True
P03068,Green Steel Plant,Metals,True
P03069,Defense System Export to Poland,Defense,False
P03070,Carbon Capture Installation,Energy,True
P03071,Smart Grid Installation,Energy,True
P03072,Defense System Export to Poland,Defense,False
P03073,Smart Grid Installation,Energy,True
P03074,Green Steel Plant,Metals,True
P03075,Fertilizer Plant Upgrade,Chemicals,False
P03076,Fertilizer Plant Upgrade,Chemicals,False
P03077,Defense System Export to Poland,Defense,False
P03078,Fertilizer Plant Upgrade,Chemicals,False
P03079,Offshore Wind Turbine Delivery,Renewable Energy,True
P03080,Defense System Export to Poland,Defense,False
P03081,Fertilizer Plant Upgrade,Chemicals,False
P03082,Industrial Robotics Export,Technology,False
P03083,Smart Grid Installation,Energy,True
P03084,Electric Maritime Vessel,Maritime,True
P03085,Carbon Capture Installation,Energy,True
P03086,Fertilizer Plant Upgrade,Chemicals,False
P03087,Offshore Wind Turbine Delivery,Renewable Energy,True
P03088,Hydro Power Expansion,Energy,True
P03089,Carbon Capture Installation,Energy,True
P03090,Hydro Power Expansion,Energy,True
P03091,Offshore Wind Turbine Delivery,Renewable Energy,True
P03092,Offshore Wind Turbine Delivery,Renewable Energy,True
P03093,Smart Grid Installation,Energy,True
P03094,Smart Grid Installation,Energy,True
P03095,Automated Quality Inspection,Certification,False
P03096,Fertilizer Plant Upgrade,Chemicals,False
P03097,Fertilizer Plant Upgrade,Chemicals,False
P03098,Fertilizer Plant Upgrade,Chemicals,False
P03099,Fertilizer Plant Upgrade,Chemicals,False
P03100,Green Steel Plant,Metals,True
P03101,Electric Maritime Vessel,Maritime,True
P03102,Defense System Export to Poland,Defense,False
P03103,Industrial Robotics Export,Technology,False
P03104,Offshore Wind Turbine Delivery,Renewable Energy,True
P03105,Fertilizer Plant Upgrade,Chemicals,False
P03106,Industrial Robotics Export,Technology,False
P03107,Fertilizer Plant Upgrade,Chemicals,False
P03108,Hydro Power Expansion,Energy,True
P03109,Electric Maritime Vessel,Maritime,True
P03110,Defense System Export to Poland,Defense,False
P03111,Automated Quality Inspection,Certification,False
P03112,Carbon Capture Installation,Energy,True
P03113,Carbon Capture Installation,Energy,True
P03114,Electric Maritime Vessel,Maritime,True
P03115,Green Steel Plant,Metals,True
P03116,Offshore Wind Turbine Delivery,Renewable Energy,True
P03117,Automated Quality Inspection,Certification,False
P03118,Carbon Capture Installation,Energy,True
P03119,Fertilizer Plant Upgrade,Chemicals,False
P03120,Defense System Export to Poland,Defense,False
P03121,Electric Maritime Vessel,Maritime,True
P03122,Automated Quality Inspection,Certification,False
P03123,Offshore Wind Turbine Delivery,Renewable Energy,True
P03124,Green Steel Plant,Metals,True
P03125,Defense System Export to Poland,Defense,False
P03126,Green Steel Plant,Metals,True
P03127,Fertilizer Plant Upgrade,Chemicals,False
P03128,Electric Maritime Vessel,Maritime,True
P03129,Offshore Wind Turbine Delivery,Renewable Energy,True
